prefecture_code,target_variable,predictor_variable,frequency_band,best_lag_days,best_correlation,best_absolute_correlation,zero_lag_correlation,absolute_correlation_gain_vs_zero,n_observations_at_best_lag,max_lag_searched,lag_interpretation
JP-30,incidence_per_100k,rh,subseasonal,13,-0.060906128361845335,0.060906128361845335,-0.030708637533828423,0.030197490828016912,4370,21,predictor_leads_target
JP-30,incidence_per_100k,w2c_transition_intensity,subseasonal,3,0.04571962567292818,0.04571962567292818,-0.0028621968533677202,0.04285742881956046,4380,21,predictor_leads_target
JP-30,incidence_per_100k,w2c_event,subseasonal,3,0.0444817350978819,0.0444817350978819,-0.002894412025803452,0.04158732307207845,4380,21,predictor_leads_target
JP-30,incidence_per_100k,w2c_event,trend,0,0.9212823653938755,0.9212823653938755,0.9212823653938755,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,c2w_event,trend,0,0.9186436671202873,0.9186436671202873,0.9186436671202873,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,c2w_transition_intensity,trend,0,0.9173349990315508,0.9173349990315508,0.9173349990315508,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,w2c_transition_intensity,trend,0,0.905368998330585,0.905368998330585,0.905368998330585,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,tp,trend,0,0.8502164058893895,0.8502164058893895,0.8502164058893895,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,nw_wind,trend,0,0.6918115124218466,0.6918115124218466,0.6918115124218466,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,t2m,trend,0,-0.5305134248133202,0.5305134248133202,-0.5305134248133202,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,rh,trend,0,-0.5304457958838946,0.5304457958838946,-0.5304457958838946,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,t2m_std_anom,trend,0,-0.32719767481153056,0.32719767481153056,-0.32719767481153056,0.0,4383,0,predictor_leads_target
JP-30,incidence_per_100k,ah,trend,0,-0.27908869997130875,0.27908869997130875,-0.27908869997130875,0.0,4383,0,predictor_leads_target
JP-31,cases,t2m,annual,0,-0.9900426647028184,0.9900426647028184,-0.9900426647028184,0.0,4383,30,predictor_leads_target
JP-31,cases,ah,annual,0,-0.987597019632276,0.987597019632276,-0.987597019632276,0.0,4383,30,predictor_leads_target
JP-31,cases,nw_wind,annual,18,0.9868714990069429,0.9868714990069429,0.9408602193352452,0.046011279671697713,4365,30,predictor_leads_target
JP-31,cases,rh,annual,0,-0.8891265558031337,0.8891265558031337,-0.8891265558031337,0.0,4383,30,predictor_leads_target
JP-31,cases,tp,annual,0,-0.8615021276005606,0.8615021276005606,-0.8615021276005606,0.0,4383,30,predictor_leads_target
JP-31,cases,w2c_event,annual,0,0.683000319399527,0.683000319399527,0.683000319399527,0.0,4383,30,predictor_leads_target
JP-31,cases,w2c_transition_intensity,annual,0,0.6254565627447943,0.6254565627447943,0.6254565627447943,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_event,annual,0,0.6172533634565308,0.6172533634565308,0.6172533634565308,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_transition_intensity,annual,0,0.5653427109220431,0.5653427109220431,0.5653427109220431,0.0,4383,30,predictor_leads_target
JP-31,cases,t2m_std_anom,annual,0,-0.14602095021787406,0.14602095021787406,-0.14602095021787406,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_transition_intensity,high_frequency,14,-0.03689814319617376,0.03689814319617376,-0.014475751806105679,0.022422391390068082,4369,14,predictor_leads_target
JP-31,cases,w2c_event,high_frequency,2,-0.03241970504739411,0.03241970504739411,-0.003550135407789142,0.028869569639604967,4381,14,predictor_leads_target
JP-31,cases,w2c_transition_intensity,high_frequency,2,-0.03176604443482752,0.03176604443482752,-0.010491781835296813,0.02127426259953071,4381,14,predictor_leads_target
JP-31,cases,c2w_event,high_frequency,14,-0.030254546279522697,0.030254546279522697,-0.016689324560371026,0.013565221719151671,4369,14,predictor_leads_target
JP-31,cases,nw_wind,high_frequency,4,-0.030092615120122852,0.030092615120122852,0.007982574510376686,0.022110040609746168,4379,14,predictor_leads_target
JP-31,cases,t2m,high_frequency,1,-0.0291964155117775,0.0291964155117775,-0.0040214670638457186,0.02517494844793178,4382,14,predictor_leads_target
JP-31,cases,tp,high_frequency,5,-0.02887097306264855,0.02887097306264855,-0.012661415558568447,0.016209557504080103,4378,14,predictor_leads_target
JP-31,cases,ah,high_frequency,1,-0.025207620201065706,0.025207620201065706,-0.012711752805336526,0.01249586739572918,4382,14,predictor_leads_target
JP-31,cases,rh,high_frequency,13,-0.022284691233729607,0.022284691233729607,-0.02046159559102944,0.0018230956427001677,4370,14,predictor_leads_target
JP-31,cases,t2m_std_anom,high_frequency,1,-0.010764038268477657,0.010764038268477657,-0.007630646088582768,0.0031333921798948885,4382,14,predictor_leads_target
JP-31,cases,ah,interannual,0,0.4548496298198243,0.4548496298198243,0.4548496298198243,0.0,4383,0,predictor_leads_target
JP-31,cases,t2m_std_anom,interannual,0,0.19324094784096976,0.19324094784096976,0.19324094784096976,0.0,4383,0,predictor_leads_target
JP-31,cases,nw_wind,interannual,0,-0.18871543030929416,0.18871543030929416,-0.18871543030929416,0.0,4383,0,predictor_leads_target
JP-31,cases,tp,interannual,0,0.14537998431179097,0.14537998431179097,0.14537998431179097,0.0,4383,0,predictor_leads_target
JP-31,cases,t2m,interannual,0,0.09222388306662646,0.09222388306662646,0.09222388306662646,0.0,4383,0,predictor_leads_target
JP-31,cases,c2w_transition_intensity,interannual,0,-0.08321390149751773,0.08321390149751773,-0.08321390149751773,0.0,4383,0,predictor_leads_target
JP-31,cases,rh,interannual,0,0.06602276968047749,0.06602276968047749,0.06602276968047749,0.0,4383,0,predictor_leads_target
JP-31,cases,c2w_event,interannual,0,-0.03612338475091969,0.03612338475091969,-0.03612338475091969,0.0,4383,0,predictor_leads_target
JP-31,cases,rh,seasonal_subannual,13,-0.06471187313298397,0.06471187313298397,-0.010171334356913812,0.054540538776070166,4370,30,predictor_leads_target
JP-31,cases,tp,seasonal_subannual,30,0.04603210815655481,0.04603210815655481,-0.035665205493522915,0.010366902663031898,4353,30,predictor_leads_target
JP-31,cases,w2c_transition_intensity,seasonal_subannual,0,0.042420284300709876,0.042420284300709876,0.042420284300709876,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_event,seasonal_subannual,27,-0.04175484314799477,0.04175484314799477,0.03775705010932016,0.003997793038674612,4356,30,predictor_leads_target
JP-31,cases,w2c_event,seasonal_subannual,30,-0.03933547569091502,0.03933547569091502,0.037344326626226325,0.0019911490646886965,4353,30,predictor_leads_target
JP-31,cases,t2m,seasonal_subannual,0,0.03683903421769818,0.03683903421769818,0.03683903421769818,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_transition_intensity,seasonal_subannual,17,-0.025308910541654496,0.025308910541654496,0.011634368606333793,0.013674541935320703,4366,30,predictor_leads_target
JP-31,cases,ah,seasonal_subannual,18,-0.02518218052900603,0.02518218052900603,0.004103683295883917,0.021078497233122113,4365,30,predictor_leads_target
JP-31,cases,nw_wind,seasonal_subannual,16,0.0185841015985137,0.0185841015985137,0.009073463951297947,0.009510637647215752,4367,30,predictor_leads_target
JP-31,cases,t2m_std_anom,seasonal_subannual,15,0.009880031141920138,0.009880031141920138,-0.008132376712308695,0.0017476544296114432,4368,30,predictor_leads_target
JP-31,cases,nw_wind,semiannual,0,0.8388738891990678,0.8388738891990678,0.8388738891990678,0.0,4383,30,predictor_leads_target
JP-31,cases,t2m,semiannual,24,-0.8252401205050116,0.8252401205050116,-0.5658838841858868,0.25935623631912486,4359,30,predictor_leads_target
JP-31,cases,rh,semiannual,0,0.8170226592471167,0.8170226592471167,0.8170226592471167,0.0,4383,30,predictor_leads_target
JP-31,cases,ah,semiannual,30,-0.5189487601416872,0.5189487601416872,0.403012756894104,0.11593600324758324,4353,30,predictor_leads_target
JP-31,cases,tp,semiannual,0,0.44411890263378057,0.44411890263378057,0.44411890263378057,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_transition_intensity,semiannual,0,-0.33769566355582276,0.33769566355582276,-0.33769566355582276,0.0,4383,30,predictor_leads_target
JP-31,cases,w2c_transition_intensity,semiannual,0,-0.21974494873186265,0.21974494873186265,-0.21974494873186265,0.0,4383,30,predictor_leads_target
JP-31,cases,w2c_event,semiannual,0,-0.1831148488933255,0.1831148488933255,-0.1831148488933255,0.0,4383,30,predictor_leads_target
JP-31,cases,c2w_event,semiannual,0,-0.17616555800119102,0.17616555800119102,-0.17616555800119102,0.0,4383,30,predictor_leads_target
JP-31,cases,t2m_std_anom,semiannual,0,-0.0601123742249471,0.0601123742249471,-0.0601123742249471,0.0,4383,30,predictor_leads_target
JP-31,cases,nw_wind,subseasonal,16,-0.06280533650845503,0.06280533650845503,-0.03966425216270781,0.023141084345747222,4367,21,predictor_leads_target
JP-31,cases,tp,subseasonal,4,0.05849545080094616,0.05849545080094616,-0.016172298009289134,0.04232315279165703,4379,21,predictor_leads_target
JP-31,cases,ah,subseasonal,2,-0.05325753668936808,0.05325753668936808,-0.019109897193648046,0.03414763949572003,4381,21,predictor_leads_target
JP-31,cases,c2w_event,subseasonal,5,0.04693837560637622,0.04693837560637622,-0.007492781612347355,0.03944559399402886,4378,21,predictor_leads_target
JP-31,cases,t2m,subseasonal,2,-0.04647462298738311,0.04647462298738311,-0.011954357404277548,0.034520265583105565,4381,21,predictor_leads_target
JP-31,cases,c2w_transition_intensity,subseasonal,11,-0.03822576944442173,0.03822576944442173,0.003063398410792425,0.035162371033629305,4372,21,predictor_leads_target
JP-31,cases,t2m_std_anom,subseasonal,16,0.03817357812853421,0.03817357812853421,0.00010159937023174538,0.03807197875830247,4367,21,predictor_leads_target
JP-31,cases,rh,subseasonal,6,0.037370843856102474,0.037370843856102474,-0.0040063039201793495,0.03336453993592312,4377,21,predictor_leads_target
JP-31,cases,w2c_transition_intensity,subseasonal,12,-0.02280120986931131,0.02280120986931131,0.008874686984731421,0.013926522884579889,4371,21,predictor_leads_target
JP-31,cases,w2c_event,subseasonal,12,-0.016366887910931913,0.016366887910931913,0.004780133948315995,0.01158675396261592,4371,21,predictor_leads_target
JP-31,cases,rh,trend,0,-0.7050378983944116,0.7050378983944116,-0.7050378983944116,0.0,4383,0,predictor_leads_target
JP-31,cases,t2m,trend,0,-0.5278993709900538,0.5278993709900538,-0.5278993709900538,0.0,4383,0,predictor_leads_target
JP-31,cases,t2m_std_anom,trend,0,-0.502018692149349,0.502018692149349,-0.502018692149349,0.0,4383,0,predictor_leads_target
JP-31,cases,ah,trend,0,-0.48327747845724595,0.48327747845724595,-0.48327747845724595,0.0,4383,0,predictor_leads_target
JP-31,cases,tp,trend,0,0.35998390811344827,0.35998390811344827,0.35998390811344827,0.0,4383,0,predictor_leads_target
JP-31,cases,w2c_transition_intensity,trend,0,-0.26544508491396,0.26544508491396,-0.26544508491396,0.0,4383,0,predictor_leads_target
JP-31,cases,c2w_transition_intensity,trend,0,0.25461331574851936,0.25461331574851936,0.25461331574851936,0.0,4383,0,predictor_leads_target
JP-31,cases,c2w_event,trend,0,0.23636679232219118,0.23636679232219118,0.23636679232219118,0.0,4383,0,predictor_leads_target
JP-31,cases,w2c_event,trend,0,-0.19992000706979338,0.19992000706979338,-0.19992000706979338,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,t2m,annual,0,-0.9921934024702823,0.9921934024702823,-0.9921934024702823,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,ah,annual,0,-0.9899770157577219,0.9899770157577219,-0.9899770157577219,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,annual,18,0.9897549352719539,0.9897549352719539,0.9422155298090239,0.04753940546293001,4365,30,predictor_leads_target
JP-31,incidence_per_100k,rh,annual,0,-0.8928572604481162,0.8928572604481162,-0.8928572604481162,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,tp,annual,0,-0.8657144605612554,0.8657144605612554,-0.8657144605612554,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,annual,0,0.6899381612283827,0.6899381612283827,0.6899381612283827,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,annual,0,0.6307387309389089,0.6307387309389089,0.6307387309389089,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,annual,0,0.6218386440619487,0.6218386440619487,0.6218386440619487,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,annual,0,0.5733888533252685,0.5733888533252685,0.5733888533252685,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,annual,0,-0.13771063809955086,0.13771063809955086,-0.13771063809955086,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,high_frequency,14,-0.03711901153255952,0.03711901153255952,-0.013816474700637455,0.023302536831922065,4369,14,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,high_frequency,2,-0.033352811226000985,0.033352811226000985,-0.003432077887213844,0.029920733338787142,4381,14,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,high_frequency,2,-0.032700112155374425,0.032700112155374425,-0.010592075190947861,0.022108036964426564,4381,14,predictor_leads_target
JP-31,incidence_per_100k,tp,high_frequency,5,-0.03149746994005071,0.03149746994005071,-0.012898037846427169,0.018599432093623542,4378,14,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,high_frequency,14,-0.029788689612533895,0.029788689612533895,-0.01618299178842814,0.013605697824105756,4369,14,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,high_frequency,4,-0.02771897294379722,0.02771897294379722,0.007643085538789549,0.02007588740500767,4379,14,predictor_leads_target
JP-31,incidence_per_100k,t2m,high_frequency,1,-0.026125861614608406,0.026125861614608406,-0.0022805248824034324,0.023845336732204972,4382,14,predictor_leads_target
JP-31,incidence_per_100k,ah,high_frequency,1,-0.024872275464818988,0.024872275464818988,-0.012143079453090847,0.012729196011728141,4382,14,predictor_leads_target
JP-31,incidence_per_100k,rh,high_frequency,13,-0.023509636157710425,0.023509636157710425,-0.020953143097856668,0.0025564930598537573,4370,14,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,high_frequency,1,-0.007595052264118513,0.007595052264118513,-0.005432740594511989,0.002162311669606524,4382,14,predictor_leads_target
JP-31,incidence_per_100k,ah,interannual,0,0.4556362358775689,0.4556362358775689,0.4556362358775689,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,interannual,0,0.19572156504592517,0.19572156504592517,0.19572156504592517,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,interannual,0,-0.1763903088957722,0.1763903088957722,-0.1763903088957722,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,tp,interannual,0,0.1595799467284848,0.1595799467284848,0.1595799467284848,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,t2m,interannual,0,0.09899041317131431,0.09899041317131431,0.09899041317131431,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,interannual,0,-0.07638386354917832,0.07638386354917832,-0.07638386354917832,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,rh,interannual,0,0.05962477668323193,0.05962477668323193,0.05962477668323193,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,interannual,0,-0.03201880649265535,0.03201880649265535,-0.03201880649265535,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,rh,seasonal_subannual,13,-0.07439111779450425,0.07439111779450425,-0.01628670559011682,0.05810441220438743,4370,30,predictor_leads_target
JP-31,incidence_per_100k,t2m,seasonal_subannual,5,0.04624547708988077,0.04624547708988077,0.0392207780570623,0.0070246990328184725,4378,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,seasonal_subannual,0,0.03868028162108818,0.03868028162108818,0.03868028162108818,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,seasonal_subannual,30,-0.03760615800760757,0.03760615800760757,0.02675864580506674,0.010847512202540828,4353,30,predictor_leads_target
JP-31,incidence_per_100k,tp,seasonal_subannual,30,0.03711281060208272,0.03711281060208272,-0.03212133271593609,0.004991477886146629,4353,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,0,0.034604363225927574,0.034604363225927574,0.034604363225927574,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,22,-0.026913757514997205,0.026913757514997205,0.01101301342971411,0.015900744085283094,4361,30,predictor_leads_target
JP-31,incidence_per_100k,ah,seasonal_subannual,18,-0.02321259179683492,0.02321259179683492,0.017420647973731957,0.005791943823102962,4365,30,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,seasonal_subannual,12,0.02011870185572809,0.02011870185572809,0.0054899194128911425,0.014628782442836946,4371,30,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,seasonal_subannual,8,0.019720438275842564,0.019720438275842564,0.0035604533955809706,0.016159984880261595,4375,30,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,semiannual,0,0.8597980717402287,0.8597980717402287,0.8597980717402287,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,rh,semiannual,0,0.8367039675968972,0.8367039675968972,0.8367039675968972,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,t2m,semiannual,24,-0.8359596519502028,0.8359596519502028,-0.5687901676220601,0.2671694843281427,4359,30,predictor_leads_target
JP-31,incidence_per_100k,ah,semiannual,30,-0.5106944963304106,0.5106944963304106,0.42249379305928947,0.08820070327112117,4353,30,predictor_leads_target
JP-31,incidence_per_100k,tp,semiannual,0,0.4520158467881432,0.4520158467881432,0.4520158467881432,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,semiannual,0,-0.3546274610926554,0.3546274610926554,-0.3546274610926554,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,semiannual,0,-0.22136900357844821,0.22136900357844821,-0.22136900357844821,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,semiannual,0,-0.1851322793915145,0.1851322793915145,-0.1851322793915145,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,semiannual,1,-0.18324247190290735,0.18324247190290735,-0.18245011917399837,0.0007923527289089849,4382,30,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,semiannual,0,-0.05390896757743648,0.05390896757743648,-0.05390896757743648,0.0,4383,30,predictor_leads_target
JP-31,incidence_per_100k,tp,subseasonal,4,0.06192029175755542,0.06192029175755542,-0.019247445758265695,0.04267284599928972,4379,21,predictor_leads_target
JP-31,incidence_per_100k,nw_wind,subseasonal,16,-0.05659690923118413,0.05659690923118413,-0.03825706826677588,0.01833984096440825,4367,21,predictor_leads_target
JP-31,incidence_per_100k,ah,subseasonal,2,-0.05515397427467372,0.05515397427467372,-0.022383901342933745,0.032770072931739974,4381,21,predictor_leads_target
JP-31,incidence_per_100k,t2m,subseasonal,2,-0.04874191051312788,0.04874191051312788,-0.006083368091852617,0.042658542421275265,4381,21,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,subseasonal,3,-0.04639493513251166,0.04639493513251166,0.0021524325162412448,0.04424250261627041,4380,21,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,subseasonal,5,0.04322591362704198,0.04322591362704198,-0.009358062089561922,0.03386785153748006,4378,21,predictor_leads_target
JP-31,incidence_per_100k,rh,subseasonal,6,0.03965838252967672,0.03965838252967672,-0.0058834775716503,0.03377490495802642,4377,21,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,subseasonal,11,-0.03176502004842236,0.03176502004842236,0.0004665842753731278,0.031298435773049235,4372,21,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,subseasonal,12,-0.016606939353911408,0.016606939353911408,0.005844360611759516,0.010762578742151892,4371,21,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,subseasonal,20,-0.013532343947844251,0.013532343947844251,0.00011023653350349882,0.013422107414340754,4363,21,predictor_leads_target
JP-31,incidence_per_100k,rh,trend,0,-0.8546878203011701,0.8546878203011701,-0.8546878203011701,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,tp,trend,0,0.6448909625404987,0.6448909625404987,0.6448909625404987,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,w2c_transition_intensity,trend,0,-0.5615530836522166,0.5615530836522166,-0.5615530836522166,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,c2w_transition_intensity,trend,0,0.5506595947651768,0.5506595947651768,0.5506595947651768,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,c2w_event,trend,0,0.5327592074378733,0.5327592074378733,0.5327592074378733,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,t2m,trend,0,-0.5185905121245276,0.5185905121245276,-0.5185905121245276,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,w2c_event,trend,0,-0.5051905038677461,0.5051905038677461,-0.5051905038677461,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,t2m_std_anom,trend,0,-0.4567841869986278,0.4567841869986278,-0.4567841869986278,0.0,4383,0,predictor_leads_target
JP-31,incidence_per_100k,ah,trend,0,-0.4442098846822058,0.4442098846822058,-0.4442098846822058,0.0,4383,0,predictor_leads_target
JP-32,cases,t2m,annual,0,-0.9801817444562531,0.9801817444562531,-0.9801817444562531,0.0,4383,30,predictor_leads_target
JP-32,cases,nw_wind,annual,15,0.9799091111270822,0.9799091111270822,0.945948290507992,0.033960820619090226,4368,30,predictor_leads_target
JP-32,cases,ah,annual,0,-0.9758004001075298,0.9758004001075298,-0.9758004001075298,0.0,4383,30,predictor_leads_target
JP-32,cases,rh,annual,0,-0.95344931139443,0.95344931139443,-0.95344931139443,0.0,4383,30,predictor_leads_target
JP-32,cases,tp,annual,5,-0.925374495531701,0.925374495531701,-0.9213258030186694,0.004048692513031638,4378,30,predictor_leads_target
JP-32,cases,c2w_transition_intensity,annual,0,0.827997311531793,0.827997311531793,0.827997311531793,0.0,4383,30,predictor_leads_target
JP-32,cases,c2w_event,annual,0,0.8276630857481266,0.8276630857481266,0.8276630857481266,0.0,4383,30,predictor_leads_target
JP-32,cases,w2c_transition_intensity,annual,0,0.36719282911380596,0.36719282911380596,0.36719282911380596,0.0,4383,30,predictor_leads_target
JP-32,cases,t2m_std_anom,annual,0,-0.26477622244991705,0.26477622244991705,-0.26477622244991705,0.0,4383,30,predictor_leads_target
JP-32,cases,w2c_event,annual,0,0.13591307113214096,0.13591307113214096,0.13591307113214096,0.0,4383,30,predictor_leads_target
JP-32,cases,w2c_event,high_frequency,6,0.03889526341784402,0.03889526341784402,-0.009205355689585616,0.029689907728258406,4377,14,predictor_leads_target
JP-32,cases,tp,high_frequency,7,-0.035083968515970246,0.035083968515970246,-0.01302806875447397,0.022055899761496276,4376,14,predictor_leads_target
JP-32,cases,t2m,high_frequency,7,-0.03254520250702628,0.03254520250702628,0.00786633353733069,0.024678868969695587,4376,14,predictor_leads_target
JP-32,cases,w2c_transition_intensity,high_frequency,13,0.032303029956371604,0.032303029956371604,-0.016095084731960807,0.016207945224410797,4370,14,predictor_leads_target
JP-32,cases,c2w_transition_intensity,high_frequency,7,0.02781766152319172,0.02781766152319172,-0.0005447585150241529,0.027272903008167565,4376,14,predictor_leads_target
JP-32,cases,c2w_event,high_frequency,7,0.026952052814101936,0.026952052814101936,-0.002871643240587198,0.02408040957351474,4376,14,predictor_leads_target
JP-32,cases,nw_wind,high_frequency,1,0.02510828523675794,0.02510828523675794,-0.006530455269215763,0.01857782996754218,4382,14,predictor_leads_target
JP-32,cases,ah,high_frequency,12,-0.019519407305141543,0.019519407305141543,0.002090693509167374,0.01742871379597417,4371,14,predictor_leads_target
JP-32,cases,rh,high_frequency,0,-0.013869441584579765,0.013869441584579765,-0.013869441584579765,0.0,4383,14,predictor_leads_target
JP-32,cases,t2m_std_anom,interannual,0,0.5968437066074731,0.5968437066074731,0.5968437066074731,0.0,4383,0,predictor_leads_target
JP-32,cases,tp,interannual,0,-0.46300567772507917,0.46300567772507917,-0.46300567772507917,0.0,4383,0,predictor_leads_target
JP-32,cases,w2c_transition_intensity,interannual,0,0.17059381115813238,0.17059381115813238,0.17059381115813238,0.0,4383,0,predictor_leads_target
JP-32,cases,rh,interannual,0,-0.15425224933652054,0.15425224933652054,-0.15425224933652054,0.0,4383,0,predictor_leads_target
JP-32,cases,t2m,interannual,0,-0.11136499131419013,0.11136499131419013,-0.11136499131419013,0.0,4383,0,predictor_leads_target
JP-32,cases,nw_wind,interannual,0,-0.10220241284044548,0.10220241284044548,-0.10220241284044548,0.0,4383,0,predictor_leads_target
JP-32,cases,ah,interannual,0,0.03863159916555924,0.03863159916555924,0.03863159916555924,0.0,4383,0,predictor_leads_target
JP-32,cases,c2w_event,interannual,0,0.00850081686081587,0.00850081686081587,0.00850081686081587,0.0,4383,0,predictor_leads_target
JP-32,cases,c2w_transition_intensity,interannual,0,0.006350857373724176,0.006350857373724176,0.006350857373724176,0.0,4383,0,predictor_leads_target
JP-32,cases,tp,seasonal_subannual,30,0.19981233367624837,0.19981233367624837,-0.14674483176474115,0.05306750191150722,4353,30,predictor_leads_target
JP-32,cases,rh,seasonal_subannual,27,0.14062337067918124,0.14062337067918124,-0.09454404750445314,0.0460793231747281,4356,30,predictor_leads_target
JP-32,cases,t2m_std_anom,seasonal_subannual,4,-0.11935915279564453,0.11935915279564453,-0.10906541349732163,0.010293739298322904,4379,30,predictor_leads_target
JP-32,cases,ah,seasonal_subannual,6,-0.06612847037357111,0.06612847037357111,-0.051953848152001166,0.014174622221569948,4377,30,predictor_leads_target
JP-32,cases,nw_wind,seasonal_subannual,30,0.05822030146618008,0.05822030146618008,0.018823072530954065,0.039397228935226014,4353,30,predictor_leads_target
JP-32,cases,t2m,seasonal_subannual,8,-0.04533418150849675,0.04533418150849675,-0.01834011683919694,0.02699406466929981,4375,30,predictor_leads_target
JP-32,cases,w2c_event,seasonal_subannual,0,-0.04268603702395587,0.04268603702395587,-0.04268603702395587,0.0,4383,30,predictor_leads_target
JP-32,cases,w2c_transition_intensity,seasonal_subannual,5,-0.03404788483482447,0.03404788483482447,-0.015735726361616027,0.01831215847320844,4378,30,predictor_leads_target
JP-32,cases,c2w_transition_intensity,seasonal_subannual,17,-0.02473159156651414,0.02473159156651414,0.008846872327814283,0.015884719238699857,4366,30,predictor_leads_target
JP-32,cases,c2w_event,seasonal_subannual,16,-0.019576978055162234,0.019576978055162234,0.006161739000479748,0.013415239054682487,4367,30,predictor_leads_target
JP-32,cases,nw_wind,semiannual,2,0.8290145636867264,0.8290145636867264,0.8267261735437416,0.002288390142984875,4381,30,predictor_leads_target
JP-32,cases,t2m,semiannual,23,-0.7826637163064655,0.7826637163064655,-0.5577650837093393,0.22489863259712617,4360,30,predictor_leads_target
JP-32,cases,rh,semiannual,0,0.7404723143387176,0.7404723143387176,0.7404723143387176,0.0,4383,30,predictor_leads_target
JP-32,cases,tp,semiannual,0,0.5718666277713973,0.5718666277713973,0.5718666277713973,0.0,4383,30,predictor_leads_target
JP-32,cases,ah,semiannual,30,-0.4321454970849761,0.4321454970849761,0.33843533917828456,0.09371015790669157,4353,30,predictor_leads_target
JP-32,cases,t2m_std_anom,semiannual,9,-0.12404667120938356,0.12404667120938356,-0.11815461573666552,0.0058920554727180385,4374,30,predictor_leads_target
JP-32,cases,t2m,subseasonal,1,-0.06816673181005502,0.06816673181005502,-0.06281755985674138,0.005349171953313636,4382,21,predictor_leads_target
