prefecture_code,variable,assigned_band,band_trajectory_energy_fraction,n_components
JP-25,c2w_transition_intensity,subseasonal,0.09308660550691414,93
JP-25,c2w_transition_intensity,trend,0.006809148317653175,1
JP-25,cases,annual,0.04101324806546122,2
JP-25,cases,high_frequency,0.09903232979110017,281
JP-25,cases,seasonal_subannual,0.007772558131956589,20
JP-25,cases,semiannual,0.0033022318677172332,4
JP-25,cases,subseasonal,0.03295955599792742,91
JP-25,cases,trend,0.6198765829003338,2
JP-25,incidence_per_100k,annual,0.040968638016546335,2
JP-25,incidence_per_100k,high_frequency,0.09936805351149333,282
JP-25,incidence_per_100k,seasonal_subannual,0.006881190610598659,17
JP-25,incidence_per_100k,semiannual,0.002999810344882321,3
JP-25,incidence_per_100k,subseasonal,0.0338454059946216,94
JP-25,incidence_per_100k,trend,0.6197878414013082,2
JP-25,nw_wind,annual,0.15885749877464006,4
JP-25,nw_wind,high_frequency,0.17366365104345663,204
JP-25,nw_wind,interannual,0.0037943250540943,4
JP-25,nw_wind,seasonal_subannual,0.03517310874461892,37
JP-25,nw_wind,semiannual,0.004287122965738205,7
JP-25,nw_wind,subseasonal,0.12452123530469972,143
JP-25,nw_wind,trend,0.11147759765277122,1
JP-25,rh,annual,0.0011275624236614418,2
JP-25,rh,high_frequency,0.002254893791289497,210
JP-25,rh,interannual,0.9878630633357948,9
JP-25,rh,seasonal_subannual,0.0008685442218019251,45
JP-25,rh,semiannual,0.00047135179019502276,5
JP-25,rh,subseasonal,0.0018135958946166677,129
JP-25,t2m,annual,0.26062861852868646,6
JP-25,t2m,high_frequency,0.0017095975674257596,88
JP-25,t2m,interannual,0.00026586950241100837,4
JP-25,t2m,seasonal_subannual,0.0038438076972012064,78
JP-25,t2m,semiannual,0.0017519695273572932,13
JP-25,t2m,subseasonal,0.006846230487714347,209
JP-25,t2m,trend,0.7174357053719166,2
JP-25,t2m_std_anom,annual,0.0538637698484969,5
JP-25,t2m_std_anom,interannual,0.033891546296215026,7
JP-25,t2m_std_anom,seasonal_subannual,0.31134433411226703,107
JP-25,t2m_std_anom,semiannual,0.07885842407627107,14
JP-25,t2m_std_anom,subseasonal,0.428435560501366,266
JP-25,t2m_std_anom,trend,0.010581437645035456,1
JP-25,tp,annual,0.024249421044762957,2
JP-25,tp,high_frequency,0.14388926349067693,169
JP-25,tp,interannual,0.0018726091277170604,2
JP-25,tp,seasonal_subannual,0.06236471468517449,51
JP-25,tp,semiannual,0.002443752854788465,3
JP-25,tp,subseasonal,0.18106048579861675,172
JP-25,tp,trend,0.22961754447092114,1
JP-25,w2c_event,high_frequency,0.29685701189229646,290
JP-25,w2c_event,seasonal_subannual,0.016312399507740914,18
JP-25,w2c_event,semiannual,0.0025817285284975124,2
JP-25,w2c_event,subseasonal,0.0959324025056041,89
JP-25,w2c_event,trend,0.009880212952495318,1
JP-25,w2c_transition_intensity,annual,0.0029828362576002415,4
JP-25,w2c_transition_intensity,high_frequency,0.2928927591961518,283
JP-25,w2c_transition_intensity,seasonal_subannual,0.021474404465521856,24
JP-25,w2c_transition_intensity,semiannual,0.003428377043741102,3
JP-25,w2c_transition_intensity,subseasonal,0.09203913095434256,85
JP-25,w2c_transition_intensity,trend,0.00969277953949698,1
JP-26,ah,annual,0.19120835259196473,7
JP-26,ah,high_frequency,0.0022979469476788563,112
JP-26,ah,interannual,0.00021263565405610417,4
JP-26,ah,seasonal_subannual,0.004128246371933664,64
JP-26,ah,semiannual,0.009518664823910861,8
JP-26,ah,subseasonal,0.0065808990804325,204
JP-26,ah,trend,0.7779794688317083,1
JP-26,c2w_event,annual,0.002487166298656611,2
JP-26,c2w_event,high_frequency,0.29000668478561265,283
JP-26,c2w_event,interannual,0.00525458259580827,5
JP-26,c2w_event,seasonal_subannual,0.016641405373819425,18
JP-26,c2w_event,subseasonal,0.0957924210185217,91
JP-26,c2w_event,trend,0.007618629212150924,1
JP-26,c2w_transition_intensity,annual,0.00241539864194552,2
JP-26,c2w_transition_intensity,high_frequency,0.29680937350509995,292
JP-26,c2w_transition_intensity,interannual,0.003455813066519422,3
JP-26,c2w_transition_intensity,seasonal_subannual,0.017263522037761454,18
JP-26,c2w_transition_intensity,semiannual,0.0007448919609336365,1
JP-26,c2w_transition_intensity,subseasonal,0.08959178312947452,83
JP-26,c2w_transition_intensity,trend,0.007491772644667722,1
JP-26,cases,annual,0.052610742899908136,2
JP-26,cases,high_frequency,0.053670645596757965,264
JP-26,cases,interannual,0.00228521763688004,6
JP-26,cases,seasonal_subannual,0.007144080080552011,29
JP-26,cases,semiannual,0.002142401472899753,3
JP-26,cases,subseasonal,0.01800345821745696,94
JP-26,cases,trend,0.7520728177098874,2
JP-26,incidence_per_100k,annual,0.05267385294550282,2
JP-26,incidence_per_100k,high_frequency,0.054449227677640634,270
JP-26,incidence_per_100k,interannual,0.0019591318911987357,5
JP-26,incidence_per_100k,seasonal_subannual,0.007552692084457297,31
JP-26,incidence_per_100k,semiannual,0.002380118302141284,4
JP-26,incidence_per_100k,subseasonal,0.016880639799500212,86
JP-26,incidence_per_100k,trend,0.752159886537784,2
JP-26,nw_wind,annual,0.15452978589328872,7
JP-26,nw_wind,high_frequency,0.18129972520988422,207
JP-26,nw_wind,interannual,0.0021984418755533145,3
JP-26,nw_wind,seasonal_subannual,0.038644550523147275,38
JP-26,nw_wind,semiannual,0.004000431952778213,5
JP-26,nw_wind,subseasonal,0.13089059927033508,139
JP-26,nw_wind,trend,0.06858087683791678,1
JP-26,rh,annual,0.001226248924857547,2
JP-26,rh,high_frequency,0.0021618804384161395,189
JP-26,rh,interannual,0.0002042156986831625,7
JP-26,rh,seasonal_subannual,0.000885753921571398,47
JP-26,rh,semiannual,0.0006267813962908918,6
JP-26,rh,subseasonal,0.0021063307297349092,148
JP-26,rh,trend,0.9869344081944,1
JP-26,t2m,annual,0.2538099290150775,6
JP-26,t2m,high_frequency,0.0022233196639282475,98
JP-26,t2m,interannual,0.00020591288074665054,3
JP-26,t2m,seasonal_subannual,0.004059300043798715,77
JP-26,t2m,semiannual,0.0019293654628384383,13
JP-26,t2m,subseasonal,0.007434593363447984,201
JP-26,t2m,trend,0.7217430528814783,2
JP-26,t2m_std_anom,annual,0.058500272072235966,5
JP-26,t2m_std_anom,high_frequency,0.0022673430978810273,5
JP-26,t2m_std_anom,interannual,0.03134895079574074,9
JP-26,t2m_std_anom,seasonal_subannual,0.3264771874879677,103
JP-26,t2m_std_anom,semiannual,0.06304174794387908,12
JP-26,t2m_std_anom,subseasonal,0.42510058135601275,265
JP-26,t2m_std_anom,trend,0.009449149141396867,1
JP-26,tp,annual,0.023898235401924244,2
JP-26,tp,high_frequency,0.14790802071640605,175
JP-26,tp,interannual,0.0029149707753524075,3
JP-26,tp,seasonal_subannual,0.058024311169093803,47
JP-26,tp,semiannual,0.006108820299772267,8
JP-26,tp,subseasonal,0.17459674657778299,164
JP-26,tp,trend,0.2385329761361129,1
JP-26,w2c_event,annual,0.0023333689332256024,2
JP-26,w2c_event,high_frequency,0.3030094118460508,298
JP-26,w2c_event,seasonal_subannual,0.012326484456962933,13
JP-26,w2c_event,semiannual,0.0017840616389151868,2
JP-26,w2c_event,subseasonal,0.08719289577296929,84
JP-26,w2c_event,trend,0.008994762449592427,1
JP-26,w2c_transition_intensity,annual,0.00231577292985129,2
JP-26,w2c_transition_intensity,high_frequency,0.2973770644928408,292
JP-26,w2c_transition_intensity,seasonal_subannual,0.01154787602427997,12
JP-26,w2c_transition_intensity,semiannual,0.002830039703392129,3
JP-26,w2c_transition_intensity,subseasonal,0.09319700214181227,90
JP-26,w2c_transition_intensity,trend,0.008898401026000329,1
JP-27,ah,annual,0.18529484313755282,4
JP-27,ah,high_frequency,0.002555820723403116,116
JP-27,ah,interannual,0.00046689365520657055,7
JP-27,ah,seasonal_subannual,0.004198629714624059,66
JP-27,ah,semiannual,0.008310891055975855,9
JP-27,ah,subseasonal,0.006556677849300936,197
JP-27,ah,trend,0.7840921012119788,1
JP-27,c2w_event,annual,0.0022605115503645332,2
JP-27,c2w_event,high_frequency,0.31078838115440055,301
JP-27,c2w_event,interannual,0.003004403230162905,4
JP-27,c2w_event,seasonal_subannual,0.013300374595025751,14
JP-27,c2w_event,subseasonal,0.08136057959361113,78
JP-27,c2w_event,trend,0.007703197563903171,1
JP-27,c2w_transition_intensity,annual,0.0023949232608093387,2
JP-27,c2w_transition_intensity,high_frequency,0.3139880058470135,300
JP-27,c2w_transition_intensity,interannual,0.0028002393799188693,3
JP-27,c2w_transition_intensity,seasonal_subannual,0.014136037477246394,16
JP-27,c2w_transition_intensity,subseasonal,0.07858733845621844,78
JP-27,c2w_transition_intensity,trend,0.007611796356207399,1
JP-27,cases,annual,0.04476162935236917,2
JP-27,cases,high_frequency,0.018581654522719843,257
JP-27,cases,interannual,0.0004901953584423259,5
JP-27,cases,seasonal_subannual,0.004190304613430708,35
JP-27,cases,semiannual,0.004716029181265504,6
JP-27,cases,subseasonal,0.008086308268368267,93
JP-27,cases,trend,0.8799188066525456,2
JP-27,incidence_per_100k,annual,0.04478293035570381,2
JP-27,incidence_per_100k,high_frequency,0.018742672466204913,259
JP-27,incidence_per_100k,interannual,0.0005940757031635013,5
JP-27,incidence_per_100k,seasonal_subannual,0.003810389332840314,33
JP-27,incidence_per_100k,semiannual,0.004579459679560423,5
JP-27,incidence_per_100k,subseasonal,0.008132705402954406,93
JP-27,incidence_per_100k,trend,0.8801290111653789,3
JP-27,nw_wind,annual,0.16284263538396904,4
JP-27,nw_wind,high_frequency,0.16279912320728016,200
JP-27,nw_wind,interannual,0.003666402269483066,4
JP-27,nw_wind,seasonal_subannual,0.03766040522550326,38
JP-27,nw_wind,semiannual,0.0016302198513837643,2
JP-27,nw_wind,subseasonal,0.13770008921702243,151
JP-27,nw_wind,trend,0.09719348641792339,1
JP-27,rh,annual,0.0010993839380282102,2
JP-27,rh,high_frequency,0.002012013459720768,177
JP-27,rh,interannual,0.0003655484347179116,10
JP-27,rh,seasonal_subannual,0.0015604614327532087,56
JP-27,rh,semiannual,0.0005876818362587101,10
JP-27,rh,subseasonal,0.002165656355278234,144
JP-27,rh,trend,0.9864153436340625,1
JP-27,t2m,annual,0.22567690560881518,6
JP-27,t2m,high_frequency,0.0016015724638278489,87
JP-27,t2m,interannual,0.0002564882574963909,5
JP-27,t2m,seasonal_subannual,0.003086578344219117,75
JP-27,t2m,semiannual,0.002106209468647064,15
JP-27,t2m,subseasonal,0.006294224551296134,210
JP-27,t2m,trend,0.7540419066506077,2
JP-27,t2m_std_anom,annual,0.05263917524569596,5
JP-27,t2m_std_anom,interannual,0.04153768169347833,8
JP-27,t2m_std_anom,seasonal_subannual,0.3042922584163017,97
JP-27,t2m_std_anom,semiannual,0.06886518431016317,14
JP-27,t2m_std_anom,subseasonal,0.43885712606391514,275
JP-27,t2m_std_anom,trend,0.011317835608368422,1
JP-27,tp,annual,0.020165152995047377,2
JP-27,tp,high_frequency,0.1624282880202313,179
JP-27,tp,interannual,0.0054697871066737725,5
JP-27,tp,seasonal_subannual,0.06714516291239503,53
JP-27,tp,semiannual,0.0026258182541811876,3
JP-27,tp,subseasonal,0.16703647535568406,157
JP-27,tp,trend,0.20183274337856588,1
JP-27,w2c_event,high_frequency,0.30491121817524314,296
JP-27,w2c_event,seasonal_subannual,0.005929574379425958,7
JP-27,w2c_event,semiannual,0.0046718254484338015,4
JP-27,w2c_event,subseasonal,0.09607711948059691,92
JP-27,w2c_event,trend,0.009673038444410737,1
JP-27,w2c_transition_intensity,annual,0.0006938733006428355,1
JP-27,w2c_transition_intensity,high_frequency,0.3082550790451756,300
JP-27,w2c_transition_intensity,interannual,0.0007194327063901241,1
JP-27,w2c_transition_intensity,seasonal_subannual,0.006613119960523546,8
JP-27,w2c_transition_intensity,semiannual,0.003851342687988085,3
JP-27,w2c_transition_intensity,subseasonal,0.09209881014213524,86
JP-27,w2c_transition_intensity,trend,0.009573859635242436,1
JP-28,ah,annual,0.19168498141027895,7
JP-28,ah,high_frequency,0.0022474734760543394,105
JP-28,ah,interannual,0.00028022942349539056,6
JP-28,ah,seasonal_subannual,0.004174701801914326,59
JP-28,ah,semiannual,0.00973424486211277,9
JP-28,ah,subseasonal,0.0070424562388823,213
JP-28,ah,trend,0.7766092128937178,1
JP-28,c2w_event,annual,0.0042666457011307024,3
JP-28,c2w_event,high_frequency,0.3048244489876964,292
JP-28,c2w_event,interannual,0.004686548093976594,4
JP-28,c2w_event,seasonal_subannual,0.014707038420238244,15
JP-28,c2w_event,subseasonal,0.0875199055082708,85
JP-28,c2w_event,trend,0.006344489395685408,1
JP-28,c2w_transition_intensity,annual,0.0027243520020211135,2
JP-28,c2w_transition_intensity,high_frequency,0.29551361992040515,282
JP-28,c2w_transition_intensity,interannual,0.004845835461693496,4
JP-28,c2w_transition_intensity,seasonal_subannual,0.012817699457938125,13
JP-28,c2w_transition_intensity,subseasonal,0.09745983682963559,98
JP-28,c2w_transition_intensity,trend,0.0062064029956681,1
JP-28,cases,annual,0.05508231757911654,4
JP-28,cases,high_frequency,0.029136342185190147,246
JP-28,cases,interannual,0.0015726899227876635,5
JP-28,cases,seasonal_subannual,0.00651797084965313,42
JP-28,cases,semiannual,0.0042149778881185205,3
JP-28,cases,subseasonal,0.012896486209280739,98
JP-28,cases,trend,0.8217298295118634,2
JP-28,incidence_per_100k,annual,0.05533575697478583,5
JP-28,incidence_per_100k,high_frequency,0.029411195525093973,248
JP-28,incidence_per_100k,interannual,0.0016159935306331772,6
JP-28,incidence_per_100k,seasonal_subannual,0.0065221626380539115,43
JP-28,incidence_per_100k,semiannual,0.0044203461527736465,5
JP-28,incidence_per_100k,subseasonal,0.012208159900259396,91
JP-28,incidence_per_100k,trend,0.8217267241854924,2
JP-28,nw_wind,annual,0.22817157262082763,5
JP-28,nw_wind,high_frequency,0.14972425950011328,189
JP-28,nw_wind,interannual,0.0017811994484358247,2
JP-28,nw_wind,seasonal_subannual,0.041010775656328956,45
JP-28,nw_wind,semiannual,0.0006098890004645668,1
JP-28,nw_wind,subseasonal,0.14059912315299525,157
JP-28,nw_wind,trend,0.05968743442355621,1
JP-28,rh,annual,0.001995047964763766,2
JP-28,rh,high_frequency,0.002044153500281142,194
JP-28,rh,interannual,0.00019873840731344085,13
JP-28,rh,seasonal_subannual,0.0007170141316983612,44
JP-28,rh,semiannual,0.0007553504678817971,5
JP-28,rh,subseasonal,0.00197329145024604,141
JP-28,rh,trend,0.9871158976990904,1
JP-28,t2m,annual,0.24228586075653352,6
JP-28,t2m,high_frequency,0.0017769516630607941,89
JP-28,t2m,interannual,0.0003126059330579238,5
JP-28,t2m,seasonal_subannual,0.0033602392870943857,74
JP-28,t2m,semiannual,0.0019882512998746866,14
JP-28,t2m,subseasonal,0.007046945463685077,210
JP-28,t2m,trend,0.7357724654878699,2
JP-28,t2m_std_anom,annual,0.07281092556172085,9
JP-28,t2m_std_anom,high_frequency,0.0033874682080931107,7
JP-28,t2m_std_anom,interannual,0.02788980118667725,6
JP-28,t2m_std_anom,seasonal_subannual,0.2918365810183633,98
JP-28,t2m_std_anom,semiannual,0.07160461329055222,15
JP-28,t2m_std_anom,subseasonal,0.4143174966336281,262
JP-28,t2m_std_anom,trend,0.03511794370201131,3
JP-28,tp,annual,0.027565996986777117,2
JP-28,tp,high_frequency,0.14683489068269245,167
JP-28,tp,interannual,0.005731148569863521,6
JP-28,tp,seasonal_subannual,0.05960960140400181,49
JP-28,tp,semiannual,0.004856220260907973,5
JP-28,tp,subseasonal,0.18609026985675048,170
JP-28,tp,trend,0.21573441939756285,1
JP-28,w2c_event,annual,0.002738993226650428,2
JP-28,w2c_event,high_frequency,0.29174110802428865,284
JP-28,w2c_event,seasonal_subannual,0.014511465543751191,16
JP-28,w2c_event,semiannual,0.0038088601244089717,4
JP-28,w2c_event,subseasonal,0.09411912495955477,93
JP-28,w2c_event,trend,0.009019914934694397,1
JP-28,w2c_transition_intensity,annual,0.002558647007689971,2
JP-28,w2c_transition_intensity,high_frequency,0.2868302406330195,278
JP-28,w2c_transition_intensity,seasonal_subannual,0.014487949851970392,16
JP-28,w2c_transition_intensity,semiannual,0.004395721818796722,5
JP-28,w2c_transition_intensity,subseasonal,0.09831082160848222,98
JP-28,w2c_transition_intensity,trend,0.008919383807401822,1
JP-29,ah,annual,0.18785692339407836,7
JP-29,ah,high_frequency,0.002556675572690837,102
JP-29,ah,interannual,0.00031327310709171433,5
JP-29,ah,seasonal_subannual,0.004565970056262569,69
JP-29,ah,semiannual,0.008215287364733412,10
JP-29,ah,subseasonal,0.007323942956365384,206
JP-29,ah,trend,0.7793925188190711,1
JP-29,c2w_event,annual,0.0042091492937435535,4
JP-29,c2w_event,high_frequency,0.3016249411382105,293
JP-29,c2w_event,seasonal_subannual,0.019473408134551264,20
JP-29,c2w_event,subseasonal,0.08498497312275871,82
JP-29,c2w_event,trend,0.007290731336070148,1
JP-29,c2w_transition_intensity,annual,0.0020907428656484215,2
JP-29,c2w_transition_intensity,high_frequency,0.2988926054147727,290
JP-29,c2w_transition_intensity,seasonal_subannual,0.020491179748746226,21
JP-29,c2w_transition_intensity,subseasonal,0.08820967462435458,86
JP-29,c2w_transition_intensity,trend,0.00720117998825859,1
JP-29,cases,annual,0.043298127861879525,6
JP-29,cases,high_frequency,0.08120759351786008,268
JP-29,cases,seasonal_subannual,0.009758871083679677,27
JP-29,cases,semiannual,0.0029676233515598584,3
JP-29,cases,subseasonal,0.029743792122528392,94
JP-29,cases,trend,0.6634423862288402,2
JP-29,incidence_per_100k,annual,0.04358648030493517,6
JP-29,incidence_per_100k,high_frequency,0.08023086698756249,263
JP-29,incidence_per_100k,seasonal_subannual,0.009301984584476584,27
JP-29,incidence_per_100k,semiannual,0.003053284469854442,3
JP-29,incidence_per_100k,subseasonal,0.03126152548612151,99
JP-29,incidence_per_100k,trend,0.6636051121994906,2
JP-29,nw_wind,annual,0.16402815013833943,5
JP-29,nw_wind,high_frequency,0.15666485663392127,185
JP-29,nw_wind,interannual,0.0039935516734331,3
JP-29,nw_wind,seasonal_subannual,0.048558707194396165,49
JP-29,nw_wind,semiannual,0.012803068386584055,8
JP-29,nw_wind,subseasonal,0.13815460265767615,149
JP-29,nw_wind,trend,0.09292050715302756,1
JP-29,rh,annual,0.0018024547929995022,2
JP-29,rh,high_frequency,0.002734778425387129,195
JP-29,rh,interannual,0.0002786374420990797,8
JP-29,rh,seasonal_subannual,0.0015551516939566901,60
JP-29,rh,semiannual,0.0003876451086291892,7
JP-29,rh,subseasonal,0.0021881335260260037,127
JP-29,rh,trend,0.9842304548688489,1
JP-29,t2m,annual,0.270480556800698,6
JP-29,t2m,high_frequency,0.002285569418122643,86
JP-29,t2m,interannual,0.0003299041516359966,4
JP-29,t2m,seasonal_subannual,0.004200742681818999,76
JP-29,t2m,semiannual,0.002398400462236555,9
JP-29,t2m,subseasonal,0.009127315766458227,217
JP-29,t2m,trend,0.7013961519287992,2
JP-29,t2m_std_anom,annual,0.05032938242762153,5
JP-29,t2m_std_anom,interannual,0.034287950483331414,6
JP-29,t2m_std_anom,seasonal_subannual,0.29171822356055416,99
JP-29,t2m_std_anom,semiannual,0.09175572952132668,20
JP-29,t2m_std_anom,subseasonal,0.43484812898959924,269
JP-29,t2m_std_anom,trend,0.011174941653819437,1
JP-29,tp,annual,0.02731967487767014,2
JP-29,tp,high_frequency,0.1473713540861227,164
JP-29,tp,interannual,0.0028430087346495783,3
JP-29,tp,seasonal_subannual,0.06723288798548717,52
JP-29,tp,semiannual,0.003604146576203392,4
JP-29,tp,subseasonal,0.17709642112618082,174
JP-29,tp,trend,0.21132848130910037,1
JP-29,w2c_event,high_frequency,0.3179273034422046,310
JP-29,w2c_event,interannual,0.010005402906133255,1
JP-29,w2c_event,seasonal_subannual,0.014666209094772138,17
JP-29,w2c_event,semiannual,0.002673161278598276,2
JP-29,w2c_event,subseasonal,0.07240645015431077,70
JP-29,w2c_transition_intensity,high_frequency,0.305715156570484,294
JP-29,w2c_transition_intensity,interannual,0.0015144786543872975,2
JP-29,w2c_transition_intensity,seasonal_subannual,0.0124861352155516,14
JP-29,w2c_transition_intensity,semiannual,0.002814275183666869,2
JP-29,w2c_transition_intensity,subseasonal,0.08623915635669889,87
JP-29,w2c_transition_intensity,trend,0.009838737713659186,1
JP-30,ah,annual,0.1791719540131597,3
JP-30,ah,high_frequency,0.00298152554263298,118
JP-30,ah,interannual,0.0004716694412200202,8
JP-30,ah,seasonal_subannual,0.004158130997385506,65
JP-30,ah,semiannual,0.007370682155384636,8
JP-30,ah,subseasonal,0.007448482950981799,197
JP-30,ah,trend,0.788587551925925,1
JP-30,c2w_event,annual,0.003779548492879911,2
JP-30,c2w_event,high_frequency,0.29356355695975905,285
JP-30,c2w_event,interannual,0.00068089042818706,1
JP-30,c2w_event,seasonal_subannual,0.016868657429796093,20
JP-30,c2w_event,subseasonal,0.09258080942479778,91
JP-30,c2w_event,trend,0.008690391614128544,1
JP-30,c2w_transition_intensity,annual,0.003982716715688789,2
JP-30,c2w_transition_intensity,high_frequency,0.3004101928965458,289
JP-30,c2w_transition_intensity,interannual,0.002373804719690948,3
JP-30,c2w_transition_intensity,seasonal_subannual,0.020568929409817558,24
JP-30,c2w_transition_intensity,subseasonal,0.08434056738648778,81
JP-30,c2w_transition_intensity,trend,0.00864400940804299,1
JP-30,cases,annual,0.035149266481424135,2
JP-30,cases,high_frequency,0.11442449845061392,285
JP-30,cases,interannual,0.0011572333626865342,2
JP-30,cases,seasonal_subannual,0.013102173790008956,28
JP-30,cases,semiannual,0.0035776008454721933,2
JP-30,cases,subseasonal,0.03216450860695121,79
JP-30,cases,trend,0.5680869851032121,2
JP-30,incidence_per_100k,annual,0.03571377048399614,2
JP-30,incidence_per_100k,high_frequency,0.1101321460843352,273
JP-30,incidence_per_100k,interannual,0.0015972668176323676,3
JP-30,incidence_per_100k,seasonal_subannual,0.013838905766601956,29
JP-30,incidence_per_100k,semiannual,0.0037490130800520985,2
JP-30,incidence_per_100k,subseasonal,0.035360435774178675,89
JP-30,incidence_per_100k,trend,0.5677251926906074,2
JP-30,nw_wind,annual,0.235539633206837,4
JP-30,nw_wind,high_frequency,0.14199614959088835,195
JP-30,nw_wind,interannual,0.0031609259705131566,4
JP-30,nw_wind,seasonal_subannual,0.03975254823557916,41
JP-30,nw_wind,semiannual,0.010197846390764103,4
JP-30,nw_wind,subseasonal,0.12849971224118903,151
JP-30,nw_wind,trend,0.0948632818096029,1
JP-30,rh,annual,0.004623391087429847,2
JP-30,rh,high_frequency,0.0025538454524348833,175
JP-30,rh,interannual,0.0001352192628374648,4
JP-30,rh,seasonal_subannual,0.0015330430055374474,55
JP-30,rh,semiannual,0.00038801880679903157,4
JP-30,rh,subseasonal,0.00283003011771122,159
JP-30,rh,trend,0.9809450856635431,1
JP-30,t2m,annual,0.19748178592679091,7
JP-30,t2m,high_frequency,0.0017863027281199409,92
JP-30,t2m,interannual,0.00035467541312939705,5
JP-30,t2m,seasonal_subannual,0.002841742566842705,70
JP-30,t2m,semiannual,0.002119743267436773,12
JP-30,t2m,subseasonal,0.00637512624837927,212
JP-30,t2m,trend,0.7819476041116656,2
JP-30,t2m_std_anom,annual,0.05158929541173785,4
JP-30,t2m_std_anom,interannual,0.038169388462998124,6
JP-30,t2m_std_anom,seasonal_subannual,0.30970895462971726,110
JP-30,t2m_std_anom,semiannual,0.06850459717966297,19
JP-30,t2m_std_anom,subseasonal,0.41465240361047956,259
JP-30,t2m_std_anom,trend,0.03223641102923898,2
JP-30,tp,annual,0.02208622761279306,2
JP-30,tp,high_frequency,0.1513400955080074,172
JP-30,tp,interannual,0.0023986514513537117,2
JP-30,tp,seasonal_subannual,0.06850143454187921,52
JP-30,tp,semiannual,0.004570410845131949,5
JP-30,tp,subseasonal,0.17114433763888862,166
JP-30,tp,trend,0.20748894014900326,1
JP-30,w2c_event,high_frequency,0.29914787906361046,300
JP-30,w2c_event,interannual,0.005041635374233276,6
JP-30,w2c_event,seasonal_subannual,0.01741465761730802,19
JP-30,w2c_event,semiannual,0.00476966033138923,5
JP-30,w2c_event,subseasonal,0.07189990580632045,69
JP-30,w2c_event,trend,0.01036245950015822,1
JP-30,w2c_transition_intensity,high_frequency,0.29132762108035887,291
JP-30,w2c_transition_intensity,interannual,0.0033111300481888815,4
JP-30,w2c_transition_intensity,seasonal_subannual,0.014888446768137591,16
JP-30,w2c_transition_intensity,semiannual,0.004642399310359329,5
JP-30,w2c_transition_intensity,subseasonal,0.08284618250958364,83
JP-30,w2c_transition_intensity,trend,0.010250953697653494,1
JP-31,ah,annual,0.1911142358466824,7
JP-31,ah,high_frequency,0.0017655489938540885,86
JP-31,ah,interannual,0.0003830979685602371,7
JP-31,ah,seasonal_subannual,0.004179568711745932,69
JP-31,ah,semiannual,0.010354243658787069,11
JP-31,ah,subseasonal,0.006800275508231434,219
JP-31,ah,trend,0.7778119927862129,1
JP-31,c2w_event,annual,0.00334625753827514,3
JP-31,c2w_event,high_frequency,0.2940946368312807,286
JP-31,c2w_event,interannual,0.003208069380934332,3
JP-31,c2w_event,seasonal_subannual,0.017486351116434345,16
JP-31,c2w_event,semiannual,0.0007087569899979819,1
JP-31,c2w_event,subseasonal,0.0868442861763812,90
JP-31,c2w_event,trend,0.006218982823695217,1
JP-31,c2w_transition_intensity,annual,0.0010855838809603314,1
JP-31,c2w_transition_intensity,high_frequency,0.29241138128413574,287
JP-31,c2w_transition_intensity,interannual,0.002418293261881188,2
JP-31,c2w_transition_intensity,seasonal_subannual,0.022068083180811566,20
JP-31,c2w_transition_intensity,semiannual,0.0014516855697160559,2
JP-31,c2w_transition_intensity,subseasonal,0.08727625011810188,87
JP-31,c2w_transition_intensity,trend,0.006121706012385396,1
JP-31,cases,annual,0.038742773959916356,5
JP-31,cases,high_frequency,0.14050763067020233,288
JP-31,cases,interannual,0.0074770461155343245,5
JP-31,cases,seasonal_subannual,0.007037965587486624,16
JP-31,cases,semiannual,0.002885825894865942,2
JP-31,cases,subseasonal,0.03921284226433244,82
JP-31,cases,trend,0.5024668509535167,2
JP-31,incidence_per_100k,annual,0.03902384746353031,5
JP-31,incidence_per_100k,high_frequency,0.1367848985596807,280
JP-31,incidence_per_100k,interannual,0.008563323771792796,7
JP-31,incidence_per_100k,seasonal_subannual,0.006977436178334111,17
JP-31,incidence_per_100k,semiannual,0.0036008785683904754,4
JP-31,incidence_per_100k,subseasonal,0.041257202324059314,85
JP-31,incidence_per_100k,trend,0.5020948539518045,2
JP-31,nw_wind,annual,0.15674227310256544,3
JP-31,nw_wind,high_frequency,0.15451666259723276,183
JP-31,nw_wind,interannual,0.04547595260814634,4
JP-31,nw_wind,seasonal_subannual,0.03837749415114348,37
JP-31,nw_wind,semiannual,0.010468881237253978,4
JP-31,nw_wind,subseasonal,0.16815822983785828,169
JP-31,rh,annual,0.001155128279612953,2
JP-31,rh,high_frequency,0.0019227203720186797,182
JP-31,rh,interannual,0.00010486315545144093,6
JP-31,rh,seasonal_subannual,0.0008143490230858718,51
JP-31,rh,semiannual,0.0008831727646724339,2
JP-31,rh,subseasonal,0.0020373697164077255,156
JP-31,rh,trend,0.9877514767198987,1
JP-31,t2m,annual,0.268147430330087,7
JP-31,t2m,high_frequency,0.0024500353346425274,92
JP-31,t2m,interannual,0.00015447212605489198,2
JP-31,t2m,seasonal_subannual,0.004362028602155342,75
JP-31,t2m,semiannual,0.001782949913655257,12
JP-31,t2m,subseasonal,0.00899761392537777,209
JP-31,t2m,trend,0.7044851009976619,3
JP-31,t2m_std_anom,annual,0.06651226899999822,5
JP-31,t2m_std_anom,high_frequency,0.0023261662491208326,5
JP-31,t2m_std_anom,interannual,0.02343390998752136,8
