target_variable,frequency_band,selected_alpha,feature_name,feature_type,coefficient,absolute_coefficient
incidence_per_100k,annual,0.01,w2c_event_lagged,environmental_predictor,0.000822332764112401,0.000822332764112401
incidence_per_100k,annual,0.01,c2w_transition_intensity_lagged,environmental_predictor,-0.0011294077883408095,0.0011294077883408095
incidence_per_100k,annual,0.01,w2c_transition_intensity_lagged,environmental_predictor,-0.0012901654563842093,0.0012901654563842093
incidence_per_100k,annual,0.01,ah_lagged,environmental_predictor,0.008421278472218477,0.008421278472218477
incidence_per_100k,annual,0.01,rh_lagged,environmental_predictor,0.002116949227774732,0.002116949227774732
incidence_per_100k,annual,0.01,tp_lagged,environmental_predictor,-0.00452160154830966,0.00452160154830966
incidence_per_100k,annual,0.01,nw_wind_lagged,environmental_predictor,0.007525350915987169,0.007525350915987169
incidence_per_100k,annual,0.01,prefecture_code_JP-01,prefecture_fixed_effect,0.012450159390875631,0.012450159390875631
incidence_per_100k,annual,0.01,prefecture_code_JP-02,prefecture_fixed_effect,0.017930733487569205,0.017930733487569205
incidence_per_100k,annual,0.01,prefecture_code_JP-03,prefecture_fixed_effect,0.03663504242847584,0.03663504242847584
incidence_per_100k,annual,0.01,prefecture_code_JP-04,prefecture_fixed_effect,-0.0032724367727735215,0.0032724367727735215
incidence_per_100k,annual,0.01,prefecture_code_JP-05,prefecture_fixed_effect,0.03917562153830617,0.03917562153830617
incidence_per_100k,annual,0.01,prefecture_code_JP-06,prefecture_fixed_effect,-0.00724645609322488,0.00724645609322488
incidence_per_100k,annual,0.01,prefecture_code_JP-07,prefecture_fixed_effect,-0.003263637770565188,0.003263637770565188
incidence_per_100k,annual,0.01,prefecture_code_JP-08,prefecture_fixed_effect,-0.003318484740052758,0.003318484740052758
incidence_per_100k,annual,0.01,prefecture_code_JP-09,prefecture_fixed_effect,-0.0033345203406539023,0.0033345203406539023
incidence_per_100k,annual,0.01,prefecture_code_JP-10,prefecture_fixed_effect,-0.0024808391447506584,0.0024808391447506584
incidence_per_100k,annual,0.01,prefecture_code_JP-11,prefecture_fixed_effect,-0.003264907951821486,0.003264907951821486
incidence_per_100k,annual,0.01,prefecture_code_JP-13,prefecture_fixed_effect,-0.003158729599406153,0.003158729599406153
incidence_per_100k,annual,0.01,prefecture_code_JP-14,prefecture_fixed_effect,-0.003214717811517287,0.003214717811517287
incidence_per_100k,annual,0.01,prefecture_code_JP-15,prefecture_fixed_effect,-0.003230496954196499,0.003230496954196499
incidence_per_100k,annual,0.01,prefecture_code_JP-16,prefecture_fixed_effect,-0.00306261021796914,0.00306261021796914
incidence_per_100k,annual,0.01,prefecture_code_JP-17,prefecture_fixed_effect,-0.0034559673840554184,0.0034559673840554184
incidence_per_100k,annual,0.01,prefecture_code_JP-18,prefecture_fixed_effect,-0.0031537312345213415,0.0031537312345213415
incidence_per_100k,annual,0.01,prefecture_code_JP-19,prefecture_fixed_effect,-0.004774840441542817,0.004774840441542817
incidence_per_100k,annual,0.01,prefecture_code_JP-20,prefecture_fixed_effect,0.034945331288114743,0.034945331288114743
incidence_per_100k,annual,0.01,prefecture_code_JP-21,prefecture_fixed_effect,-0.003102091130576101,0.003102091130576101
incidence_per_100k,annual,0.01,prefecture_code_JP-22,prefecture_fixed_effect,-0.003409880450625874,0.003409880450625874
incidence_per_100k,annual,0.01,prefecture_code_JP-23,prefecture_fixed_effect,-0.0033089261422160642,0.0033089261422160642
incidence_per_100k,annual,0.01,prefecture_code_JP-24,prefecture_fixed_effect,-0.0035850442352156923,0.0035850442352156923
incidence_per_100k,annual,0.01,prefecture_code_JP-25,prefecture_fixed_effect,-0.0033352809009776618,0.0033352809009776618
incidence_per_100k,annual,0.01,prefecture_code_JP-26,prefecture_fixed_effect,-0.0032824939884142776,0.0032824939884142776
incidence_per_100k,annual,0.01,prefecture_code_JP-27,prefecture_fixed_effect,-0.00332517984182414,0.00332517984182414
incidence_per_100k,annual,0.01,prefecture_code_JP-28,prefecture_fixed_effect,-0.0031756569336969078,0.0031756569336969078
incidence_per_100k,annual,0.01,prefecture_code_JP-29,prefecture_fixed_effect,-0.0033687702797932893,0.0033687702797932893
incidence_per_100k,annual,0.01,prefecture_code_JP-30,prefecture_fixed_effect,-0.003344872459099629,0.003344872459099629
incidence_per_100k,annual,0.01,prefecture_code_JP-31,prefecture_fixed_effect,-0.0032433832575821993,0.0032433832575821993
incidence_per_100k,annual,0.01,prefecture_code_JP-32,prefecture_fixed_effect,-0.003334839446276565,0.003334839446276565
incidence_per_100k,annual,0.01,prefecture_code_JP-33,prefecture_fixed_effect,-0.0033188987968510316,0.0033188987968510316
incidence_per_100k,annual,0.01,prefecture_code_JP-34,prefecture_fixed_effect,-0.003363304483957363,0.003363304483957363
incidence_per_100k,annual,0.01,prefecture_code_JP-35,prefecture_fixed_effect,-0.003332348510823755,0.003332348510823755
incidence_per_100k,annual,0.01,prefecture_code_JP-36,prefecture_fixed_effect,-0.008832765337009604,0.008832765337009604
incidence_per_100k,annual,0.01,prefecture_code_JP-37,prefecture_fixed_effect,-0.003425059669982119,0.003425059669982119
incidence_per_100k,annual,0.01,prefecture_code_JP-38,prefecture_fixed_effect,-0.003252955826259032,0.003252955826259032
incidence_per_100k,annual,0.01,prefecture_code_JP-39,prefecture_fixed_effect,-0.009110278068105427,0.009110278068105427
incidence_per_100k,annual,0.01,prefecture_code_JP-40,prefecture_fixed_effect,-0.0032902083945802046,0.0032902083945802046
incidence_per_100k,annual,0.01,prefecture_code_JP-41,prefecture_fixed_effect,-0.003443054162250437,0.003443054162250437
incidence_per_100k,annual,0.01,prefecture_code_JP-42,prefecture_fixed_effect,-0.0033009309131626263,0.0033009309131626263
incidence_per_100k,annual,0.01,prefecture_code_JP-43,prefecture_fixed_effect,-0.0031317606516816686,0.0031317606516816686
incidence_per_100k,annual,0.01,prefecture_code_JP-44,prefecture_fixed_effect,-0.0034610531770164943,0.0034610531770164943
incidence_per_100k,annual,0.01,prefecture_code_JP-45,prefecture_fixed_effect,-0.0032929779936673397,0.0032929779936673397
incidence_per_100k,annual,0.01,prefecture_code_JP-46,prefecture_fixed_effect,-0.0033882747966067434,0.0033882747966067434
incidence_per_100k,annual,0.01,prefecture_code_JP-47,prefecture_fixed_effect,0.0068557781719603625,0.0068557781719603625
incidence_per_100k,semiannual,0.01,t2m_lagged,environmental_predictor,-0.006562451404945744,0.006562451404945744
incidence_per_100k,semiannual,0.01,t2m_std_anom_lagged,environmental_predictor,0.0012448099344483541,0.0012448099344483541
incidence_per_100k,semiannual,0.01,c2w_event_lagged,environmental_predictor,0.000431871449934132,0.000431871449934132
incidence_per_100k,semiannual,0.01,w2c_event_lagged,environmental_predictor,-1.4243787118327057e-05,1.4243787118327057e-05
incidence_per_100k,semiannual,0.01,c2w_transition_intensity_lagged,environmental_predictor,-0.00039720231364305005,0.00039720231364305005
incidence_per_100k,semiannual,0.01,w2c_transition_intensity_lagged,environmental_predictor,1.5827702567761336e-05,1.5827702567761336e-05
incidence_per_100k,semiannual,0.01,ah_lagged,environmental_predictor,0.0008597617421344678,0.0008597617421344678
incidence_per_100k,semiannual,0.01,rh_lagged,environmental_predictor,0.0006056486172801938,0.0006056486172801938
incidence_per_100k,semiannual,0.01,tp_lagged,environmental_predictor,-0.0010419091591359795,0.0010419091591359795
incidence_per_100k,semiannual,0.01,nw_wind_lagged,environmental_predictor,0.002296502822855731,0.002296502822855731
incidence_per_100k,semiannual,0.01,prefecture_code_JP-01,prefecture_fixed_effect,1.8692937525581738e-05,1.8692937525581738e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-02,prefecture_fixed_effect,0.00014247161805056065,0.00014247161805056065
incidence_per_100k,semiannual,0.01,prefecture_code_JP-03,prefecture_fixed_effect,-0.00015720714024616196,0.00015720714024616196
incidence_per_100k,semiannual,0.01,prefecture_code_JP-04,prefecture_fixed_effect,0.00011992045569617915,0.00011992045569617915
incidence_per_100k,semiannual,0.01,prefecture_code_JP-05,prefecture_fixed_effect,8.232609862604499e-05,8.232609862604499e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-06,prefecture_fixed_effect,0.00015281550124721777,0.00015281550124721777
incidence_per_100k,semiannual,0.01,prefecture_code_JP-07,prefecture_fixed_effect,-0.00023767204269947975,0.00023767204269947975
incidence_per_100k,semiannual,0.01,prefecture_code_JP-08,prefecture_fixed_effect,-3.739140693178573e-05,3.739140693178573e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-09,prefecture_fixed_effect,-0.0001833440411562719,0.0001833440411562719
incidence_per_100k,semiannual,0.01,prefecture_code_JP-10,prefecture_fixed_effect,-0.00021789700013647857,0.00021789700013647857
incidence_per_100k,semiannual,0.01,prefecture_code_JP-11,prefecture_fixed_effect,0.00012650500686397614,0.00012650500686397614
incidence_per_100k,semiannual,0.01,prefecture_code_JP-13,prefecture_fixed_effect,0.00018494382143011479,0.00018494382143011479
incidence_per_100k,semiannual,0.01,prefecture_code_JP-14,prefecture_fixed_effect,-7.663920981675766e-06,7.663920981675766e-06
incidence_per_100k,semiannual,0.01,prefecture_code_JP-15,prefecture_fixed_effect,9.514141942236887e-05,9.514141942236887e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-16,prefecture_fixed_effect,0.00017596466849782887,0.00017596466849782887
incidence_per_100k,semiannual,0.01,prefecture_code_JP-17,prefecture_fixed_effect,-2.4673684690249585e-05,2.4673684690249585e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-18,prefecture_fixed_effect,0.00010943490244440325,0.00010943490244440325
incidence_per_100k,semiannual,0.01,prefecture_code_JP-19,prefecture_fixed_effect,9.430317081030832e-05,9.430317081030832e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-20,prefecture_fixed_effect,0.00017242293804627465,0.00017242293804627465
incidence_per_100k,semiannual,0.01,prefecture_code_JP-21,prefecture_fixed_effect,-0.00017928520840089932,0.00017928520840089932
incidence_per_100k,semiannual,0.01,prefecture_code_JP-22,prefecture_fixed_effect,0.00013592287847698293,0.00013592287847698293
incidence_per_100k,semiannual,0.01,prefecture_code_JP-23,prefecture_fixed_effect,2.3988445931967013e-05,2.3988445931967013e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-24,prefecture_fixed_effect,-0.00019468500794490498,0.00019468500794490498
incidence_per_100k,semiannual,0.01,prefecture_code_JP-25,prefecture_fixed_effect,1.5750007657832993e-05,1.5750007657832993e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-26,prefecture_fixed_effect,0.00010872790476544645,0.00010872790476544645
incidence_per_100k,semiannual,0.01,prefecture_code_JP-27,prefecture_fixed_effect,4.799325657505776e-05,4.799325657505776e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-28,prefecture_fixed_effect,0.00014334776714029537,0.00014334776714029537
incidence_per_100k,semiannual,0.01,prefecture_code_JP-29,prefecture_fixed_effect,-4.067752359059303e-05,4.067752359059303e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-30,prefecture_fixed_effect,-4.550954494887969e-06,4.550954494887969e-06
incidence_per_100k,semiannual,0.01,prefecture_code_JP-31,prefecture_fixed_effect,-0.0007588380764115032,0.0007588380764115032
incidence_per_100k,semiannual,0.01,prefecture_code_JP-32,prefecture_fixed_effect,7.858511816228572e-05,7.858511816228572e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-33,prefecture_fixed_effect,-0.00015704457087756132,0.00015704457087756132
incidence_per_100k,semiannual,0.01,prefecture_code_JP-34,prefecture_fixed_effect,0.00010202476457524959,0.00010202476457524959
incidence_per_100k,semiannual,0.01,prefecture_code_JP-35,prefecture_fixed_effect,0.0001844448037908944,0.0001844448037908944
incidence_per_100k,semiannual,0.01,prefecture_code_JP-36,prefecture_fixed_effect,0.0002545555922236885,0.0002545555922236885
incidence_per_100k,semiannual,0.01,prefecture_code_JP-37,prefecture_fixed_effect,-3.479910816265272e-05,3.479910816265272e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-38,prefecture_fixed_effect,-0.00010960403571749608,0.00010960403571749608
incidence_per_100k,semiannual,0.01,prefecture_code_JP-39,prefecture_fixed_effect,0.00013078406431811862,0.00013078406431811862
incidence_per_100k,semiannual,0.01,prefecture_code_JP-40,prefecture_fixed_effect,0.00011282794935314403,0.00011282794935314403
incidence_per_100k,semiannual,0.01,prefecture_code_JP-41,prefecture_fixed_effect,0.00016307414115858716,0.00016307414115858716
incidence_per_100k,semiannual,0.01,prefecture_code_JP-42,prefecture_fixed_effect,-2.5070580325679505e-05,2.5070580325679505e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-43,prefecture_fixed_effect,-0.0009600206574046689,0.0009600206574046689
incidence_per_100k,semiannual,0.01,prefecture_code_JP-44,prefecture_fixed_effect,9.415551326808505e-05,9.415551326808505e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-45,prefecture_fixed_effect,5.2439002834567695e-05,5.2439002834567695e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-46,prefecture_fixed_effect,6.608816265991967e-05,6.608816265991967e-05
incidence_per_100k,semiannual,0.01,prefecture_code_JP-47,prefecture_fixed_effect,0.00014077304861995758,0.00014077304861995758
incidence_per_100k,seasonal_subannual,1000.0,t2m_lagged,environmental_predictor,-0.000297975663716591,0.000297975663716591
incidence_per_100k,seasonal_subannual,1000.0,t2m_std_anom_lagged,environmental_predictor,-0.0009959501276167295,0.0009959501276167295
incidence_per_100k,seasonal_subannual,1000.0,c2w_event_lagged,environmental_predictor,-0.00018827513747763695,0.00018827513747763695
incidence_per_100k,seasonal_subannual,1000.0,w2c_event_lagged,environmental_predictor,8.008734230640334e-06,8.008734230640334e-06
incidence_per_100k,seasonal_subannual,1000.0,c2w_transition_intensity_lagged,environmental_predictor,-0.00012380793896042152,0.00012380793896042152
incidence_per_100k,seasonal_subannual,1000.0,w2c_transition_intensity_lagged,environmental_predictor,1.2795998269084168e-05,1.2795998269084168e-05
incidence_per_100k,seasonal_subannual,1000.0,ah_lagged,environmental_predictor,0.0013525832844256808,0.0013525832844256808
incidence_per_100k,seasonal_subannual,1000.0,rh_lagged,environmental_predictor,-0.0013974131493522744,0.0013974131493522744
incidence_per_100k,seasonal_subannual,1000.0,tp_lagged,environmental_predictor,-0.0001508617104664173,0.0001508617104664173
incidence_per_100k,seasonal_subannual,1000.0,nw_wind_lagged,environmental_predictor,0.0007851768663039332,0.0007851768663039332
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,-2.8317547664437787e-05,2.8317547664437787e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,8.740169515418882e-05,8.740169515418882e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-0.0002778327638204024,0.0002778327638204024
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-6.484876965679008e-05,6.484876965679008e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,7.87388450071155e-05,7.87388450071155e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,5.662130332016544e-05,5.662130332016544e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,5.639477507242467e-06,5.639477507242467e-06
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,-7.004071369168592e-05,7.004071369168592e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,0.00021856887387635353,0.00021856887387635353
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,7.547117168948356e-05,7.547117168948356e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,1.3441592474500625e-05,1.3441592474500625e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,-2.3309593412007063e-05,2.3309593412007063e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,0.00013434809161430347,0.00013434809161430347
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,7.364562423533e-05,7.364562423533e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-16,prefecture_fixed_effect,4.626118910571608e-05,4.626118910571608e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-17,prefecture_fixed_effect,7.320492519254249e-05,7.320492519254249e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,6.51565875289355e-05,6.51565875289355e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,6.592567965113437e-05,6.592567965113437e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,9.587716165010136e-05,9.587716165010136e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-21,prefecture_fixed_effect,5.6961312884033704e-05,5.6961312884033704e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,-0.0006094611444848636,0.0006094611444848636
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,3.3492088164486586e-05,3.3492088164486586e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,3.062593755209124e-05,3.062593755209124e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-25,prefecture_fixed_effect,0.00011742312241060782,0.00011742312241060782
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,0.00017070230988992249,0.00017070230988992249
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,4.901458136969404e-05,4.901458136969404e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,7.7728713809217e-05,7.7728713809217e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-29,prefecture_fixed_effect,2.8043794594207203e-05,2.8043794594207203e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,-2.910754648829525e-05,2.910754648829525e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,0.00013621730218256903,0.00013621730218256903
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.0001411173040317227,0.0001411173040317227
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,-1.7885182784170567e-07,1.7885182784170567e-07
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,-0.00012221200626549866,0.00012221200626549866
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,-1.4232800203447458e-05,1.4232800203447458e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-6.623028297768098e-05,6.623028297768098e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,-0.0012099470653568567,0.0012099470653568567
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-9.099441711582669e-06,9.099441711582669e-06
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,8.618615611673533e-05,8.618615611673533e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,7.937024314972809e-05,7.937024314972809e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,0.00012118529504293492,0.00012118529504293492
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,4.8356185393264606e-05,4.8356185393264606e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,0.00017359431036198197,0.00017359431036198197
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,-1.1672024735746155e-05,1.1672024735746155e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-4.7347145396546625e-06,4.7347145396546625e-06
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,7.641969454755701e-05,7.641969454755701e-05
incidence_per_100k,seasonal_subannual,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,2.448469732893654e-05,2.448469732893654e-05
incidence_per_100k,subseasonal,1000.0,t2m_lagged,environmental_predictor,1.891873340999407e-05,1.891873340999407e-05
incidence_per_100k,subseasonal,1000.0,t2m_std_anom_lagged,environmental_predictor,-0.00045092525097232996,0.00045092525097232996
incidence_per_100k,subseasonal,1000.0,c2w_event_lagged,environmental_predictor,-3.814161966568035e-05,3.814161966568035e-05
incidence_per_100k,subseasonal,1000.0,w2c_event_lagged,environmental_predictor,-0.00010979335409715547,0.00010979335409715547
incidence_per_100k,subseasonal,1000.0,c2w_transition_intensity_lagged,environmental_predictor,0.00011609701015117916,0.00011609701015117916
incidence_per_100k,subseasonal,1000.0,w2c_transition_intensity_lagged,environmental_predictor,0.00024684405008415283,0.00024684405008415283
incidence_per_100k,subseasonal,1000.0,ah_lagged,environmental_predictor,-6.635570001638765e-05,6.635570001638765e-05
incidence_per_100k,subseasonal,1000.0,rh_lagged,environmental_predictor,-8.656333169293612e-05,8.656333169293612e-05
incidence_per_100k,subseasonal,1000.0,tp_lagged,environmental_predictor,0.0004024138145604421,0.0004024138145604421
incidence_per_100k,subseasonal,1000.0,nw_wind_lagged,environmental_predictor,0.00017666672646566355,0.00017666672646566355
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,2.6461147059549542e-05,2.6461147059549542e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,-2.7331327075821962e-05,2.7331327075821962e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-3.3050544356159856e-05,3.3050544356159856e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-6.603512306646621e-05,6.603512306646621e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,1.1291251893132979e-05,1.1291251893132979e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,9.324180972725333e-06,9.324180972725333e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,7.020608883183248e-06,7.020608883183248e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,-1.5788415881096286e-05,1.5788415881096286e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,2.013729767266402e-05,2.013729767266402e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,2.2868885423487728e-05,2.2868885423487728e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,2.1154134258262383e-05,2.1154134258262383e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,1.171581256250742e-06,1.171581256250742e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,5.333202804730034e-06,5.333202804730034e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,1.0208996068046967e-05,1.0208996068046967e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-16,prefecture_fixed_effect,-0.0002045163450464012,0.0002045163450464012
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-17,prefecture_fixed_effect,1.712386384833114e-05,1.712386384833114e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,8.213304232604062e-06,8.213304232604062e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,6.881854291424061e-05,6.881854291424061e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,-6.58235578986722e-05,6.58235578986722e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-21,prefecture_fixed_effect,3.91458369403352e-05,3.91458369403352e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,-1.9262449004047304e-05,1.9262449004047304e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,1.9388996911372312e-05,1.9388996911372312e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,-0.00010312355425318395,0.00010312355425318395
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-25,prefecture_fixed_effect,1.3802218155451517e-05,1.3802218155451517e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,-1.3384848807613818e-06,1.3384848807613818e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,-4.338458535755503e-06,4.338458535755503e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,3.3946885311822835e-06,3.3946885311822835e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-29,prefecture_fixed_effect,-4.222178218495634e-05,4.222178218495634e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,1.3040521183231355e-05,1.3040521183231355e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,-7.161905552364722e-05,7.161905552364722e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.00015744356241252782,0.00015744356241252782
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,0.00012604530362844775,0.00012604530362844775
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,7.355077770871756e-05,7.355077770871756e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,2.4968780792388943e-05,2.4968780792388943e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-8.702860887075307e-05,8.702860887075307e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,9.880074903168469e-05,9.880074903168469e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.00036600654732195354,0.00036600654732195354
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.00021531711799963908,0.00021531711799963908
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,7.2470585533894365e-06,7.2470585533894365e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,-1.6521303170216785e-05,1.6521303170216785e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,-7.514155911673906e-06,7.514155911673906e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,2.9270476906585236e-05,2.9270476906585236e-05
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,0.00020121803750932282,0.00020121803750932282
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-7.949808497021141e-05,7.949808497021141e-05
