prefecture_code,target_variable,predictor_variable,frequency_band,applied_lag_days,lag_source
JP-27,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_event,interannual,0,constant_predictor_default_zero
JP-27,incidence_per_100k,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-27,incidence_per_100k,ah,seasonal_subannual,27,selected_on_training_period
JP-27,incidence_per_100k,c2w_event,seasonal_subannual,0,selected_on_training_period
JP-27,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-27,incidence_per_100k,nw_wind,seasonal_subannual,30,selected_on_training_period
JP-27,incidence_per_100k,rh,seasonal_subannual,0,selected_on_training_period
JP-27,incidence_per_100k,t2m,seasonal_subannual,2,selected_on_training_period
JP-27,incidence_per_100k,t2m_std_anom,seasonal_subannual,3,selected_on_training_period
JP-27,incidence_per_100k,tp,seasonal_subannual,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_event,seasonal_subannual,30,selected_on_training_period
JP-27,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-27,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-27,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-27,incidence_per_100k,nw_wind,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,rh,semiannual,9,selected_on_training_period
JP-27,incidence_per_100k,t2m,semiannual,30,selected_on_training_period
JP-27,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,tp,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_event,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-27,incidence_per_100k,ah,subseasonal,14,selected_on_training_period
JP-27,incidence_per_100k,c2w_event,subseasonal,8,selected_on_training_period
JP-27,incidence_per_100k,c2w_transition_intensity,subseasonal,7,selected_on_training_period
JP-27,incidence_per_100k,nw_wind,subseasonal,14,selected_on_training_period
JP-27,incidence_per_100k,rh,subseasonal,2,selected_on_training_period
JP-27,incidence_per_100k,t2m,subseasonal,2,selected_on_training_period
JP-27,incidence_per_100k,t2m_std_anom,subseasonal,12,selected_on_training_period
JP-27,incidence_per_100k,tp,subseasonal,14,selected_on_training_period
JP-27,incidence_per_100k,w2c_event,subseasonal,19,selected_on_training_period
JP-27,incidence_per_100k,w2c_transition_intensity,subseasonal,19,selected_on_training_period
JP-27,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-27,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-27,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-27,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-27,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-27,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-27,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-27,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-27,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-28,cases,ah,annual,0,selected_on_training_period
JP-28,cases,c2w_event,annual,0,selected_on_training_period
JP-28,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-28,cases,nw_wind,annual,16,selected_on_training_period
JP-28,cases,rh,annual,0,selected_on_training_period
JP-28,cases,t2m,annual,0,selected_on_training_period
JP-28,cases,t2m_std_anom,annual,13,selected_on_training_period
JP-28,cases,tp,annual,7,selected_on_training_period
JP-28,cases,w2c_event,annual,0,selected_on_training_period
JP-28,cases,w2c_transition_intensity,annual,0,selected_on_training_period
JP-28,cases,ah,high_frequency,12,selected_on_training_period
JP-28,cases,c2w_event,high_frequency,3,selected_on_training_period
JP-28,cases,c2w_transition_intensity,high_frequency,3,selected_on_training_period
JP-28,cases,nw_wind,high_frequency,13,selected_on_training_period
JP-28,cases,rh,high_frequency,4,selected_on_training_period
JP-28,cases,t2m,high_frequency,8,selected_on_training_period
JP-28,cases,t2m_std_anom,high_frequency,11,selected_on_training_period
JP-28,cases,tp,high_frequency,14,selected_on_training_period
JP-28,cases,w2c_event,high_frequency,6,selected_on_training_period
JP-28,cases,w2c_transition_intensity,high_frequency,6,selected_on_training_period
JP-28,cases,ah,interannual,0,selected_on_training_period
JP-28,cases,c2w_event,interannual,0,selected_on_training_period
JP-28,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-28,cases,nw_wind,interannual,0,selected_on_training_period
JP-28,cases,rh,interannual,0,selected_on_training_period
JP-28,cases,t2m,interannual,0,selected_on_training_period
JP-28,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-28,cases,tp,interannual,0,selected_on_training_period
JP-28,cases,w2c_event,interannual,0,constant_predictor_default_zero
JP-28,cases,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-28,cases,ah,seasonal_subannual,30,selected_on_training_period
JP-28,cases,c2w_event,seasonal_subannual,1,selected_on_training_period
JP-28,cases,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-28,cases,nw_wind,seasonal_subannual,30,selected_on_training_period
JP-28,cases,rh,seasonal_subannual,11,selected_on_training_period
JP-28,cases,t2m,seasonal_subannual,5,selected_on_training_period
JP-28,cases,t2m_std_anom,seasonal_subannual,8,selected_on_training_period
JP-28,cases,tp,seasonal_subannual,30,selected_on_training_period
JP-28,cases,w2c_event,seasonal_subannual,8,selected_on_training_period
JP-28,cases,w2c_transition_intensity,seasonal_subannual,8,selected_on_training_period
JP-28,cases,ah,semiannual,0,selected_on_training_period
JP-28,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-28,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-28,cases,nw_wind,semiannual,30,selected_on_training_period
JP-28,cases,rh,semiannual,0,selected_on_training_period
JP-28,cases,t2m,semiannual,30,selected_on_training_period
JP-28,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-28,cases,tp,semiannual,30,selected_on_training_period
JP-28,cases,w2c_event,semiannual,0,selected_on_training_period
JP-28,cases,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-28,cases,ah,subseasonal,4,selected_on_training_period
JP-28,cases,c2w_event,subseasonal,18,selected_on_training_period
JP-28,cases,c2w_transition_intensity,subseasonal,17,selected_on_training_period
JP-28,cases,nw_wind,subseasonal,4,selected_on_training_period
JP-28,cases,rh,subseasonal,3,selected_on_training_period
JP-28,cases,t2m,subseasonal,1,selected_on_training_period
JP-28,cases,t2m_std_anom,subseasonal,1,selected_on_training_period
JP-28,cases,tp,subseasonal,17,selected_on_training_period
JP-28,cases,w2c_event,subseasonal,0,selected_on_training_period
JP-28,cases,w2c_transition_intensity,subseasonal,0,selected_on_training_period
JP-28,cases,ah,trend,0,selected_on_training_period
JP-28,cases,c2w_event,trend,0,selected_on_training_period
JP-28,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-28,cases,nw_wind,trend,0,selected_on_training_period
JP-28,cases,rh,trend,0,selected_on_training_period
JP-28,cases,t2m,trend,0,selected_on_training_period
JP-28,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-28,cases,tp,trend,0,selected_on_training_period
JP-28,cases,w2c_event,trend,0,selected_on_training_period
JP-28,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-28,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,annual,16,selected_on_training_period
JP-28,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-28,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,annual,15,selected_on_training_period
JP-28,incidence_per_100k,tp,annual,7,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,annual,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,annual,0,selected_on_training_period
JP-28,incidence_per_100k,ah,high_frequency,12,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,high_frequency,3,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,high_frequency,3,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,high_frequency,11,selected_on_training_period
JP-28,incidence_per_100k,rh,high_frequency,11,selected_on_training_period
JP-28,incidence_per_100k,t2m,high_frequency,8,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,high_frequency,11,selected_on_training_period
JP-28,incidence_per_100k,tp,high_frequency,12,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,high_frequency,6,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,high_frequency,6,selected_on_training_period
JP-28,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,interannual,0,constant_predictor_default_zero
JP-28,incidence_per_100k,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-28,incidence_per_100k,ah,seasonal_subannual,30,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,seasonal_subannual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,seasonal_subannual,30,selected_on_training_period
JP-28,incidence_per_100k,rh,seasonal_subannual,11,selected_on_training_period
JP-28,incidence_per_100k,t2m,seasonal_subannual,5,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,seasonal_subannual,8,selected_on_training_period
JP-28,incidence_per_100k,tp,seasonal_subannual,30,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,seasonal_subannual,8,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,8,selected_on_training_period
JP-28,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-28,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-28,incidence_per_100k,nw_wind,semiannual,30,selected_on_training_period
JP-28,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-28,incidence_per_100k,t2m,semiannual,30,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-28,incidence_per_100k,tp,semiannual,30,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,semiannual,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-28,incidence_per_100k,ah,subseasonal,4,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,subseasonal,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,subseasonal,17,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,subseasonal,3,selected_on_training_period
JP-28,incidence_per_100k,rh,subseasonal,4,selected_on_training_period
JP-28,incidence_per_100k,t2m,subseasonal,1,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,subseasonal,1,selected_on_training_period
JP-28,incidence_per_100k,tp,subseasonal,17,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,subseasonal,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,subseasonal,5,selected_on_training_period
JP-28,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-28,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-28,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-28,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-28,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-28,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-28,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-28,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-29,cases,ah,annual,0,selected_on_training_period
JP-29,cases,c2w_event,annual,0,selected_on_training_period
JP-29,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-29,cases,nw_wind,annual,2,selected_on_training_period
JP-29,cases,rh,annual,0,selected_on_training_period
JP-29,cases,t2m,annual,0,selected_on_training_period
JP-29,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-29,cases,tp,annual,7,selected_on_training_period
JP-29,cases,w2c_event,annual,0,constant_predictor_default_zero
JP-29,cases,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-29,cases,ah,high_frequency,1,selected_on_training_period
JP-29,cases,c2w_event,high_frequency,0,selected_on_training_period
JP-29,cases,c2w_transition_intensity,high_frequency,0,selected_on_training_period
JP-29,cases,nw_wind,high_frequency,5,selected_on_training_period
JP-29,cases,rh,high_frequency,5,selected_on_training_period
JP-29,cases,t2m,high_frequency,1,selected_on_training_period
JP-29,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-29,cases,tp,high_frequency,4,selected_on_training_period
JP-29,cases,w2c_event,high_frequency,6,selected_on_training_period
JP-29,cases,w2c_transition_intensity,high_frequency,11,selected_on_training_period
JP-29,cases,ah,seasonal_subannual,5,selected_on_training_period
JP-29,cases,c2w_event,seasonal_subannual,11,selected_on_training_period
JP-29,cases,c2w_transition_intensity,seasonal_subannual,10,selected_on_training_period
JP-29,cases,nw_wind,seasonal_subannual,10,selected_on_training_period
JP-29,cases,rh,seasonal_subannual,0,selected_on_training_period
JP-29,cases,t2m,seasonal_subannual,8,selected_on_training_period
JP-29,cases,t2m_std_anom,seasonal_subannual,6,selected_on_training_period
JP-29,cases,tp,seasonal_subannual,0,selected_on_training_period
JP-29,cases,w2c_event,seasonal_subannual,30,selected_on_training_period
JP-29,cases,w2c_transition_intensity,seasonal_subannual,29,selected_on_training_period
JP-29,cases,ah,semiannual,0,selected_on_training_period
JP-29,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-29,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-29,cases,nw_wind,semiannual,0,selected_on_training_period
JP-29,cases,rh,semiannual,9,selected_on_training_period
JP-29,cases,t2m,semiannual,30,selected_on_training_period
JP-29,cases,t2m_std_anom,semiannual,29,selected_on_training_period
JP-29,cases,tp,semiannual,27,selected_on_training_period
JP-29,cases,w2c_event,semiannual,0,selected_on_training_period
JP-29,cases,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-29,cases,ah,subseasonal,1,selected_on_training_period
JP-29,cases,c2w_event,subseasonal,11,selected_on_training_period
JP-29,cases,c2w_transition_intensity,subseasonal,21,selected_on_training_period
JP-29,cases,nw_wind,subseasonal,11,selected_on_training_period
JP-29,cases,rh,subseasonal,11,selected_on_training_period
JP-29,cases,t2m,subseasonal,21,selected_on_training_period
JP-29,cases,t2m_std_anom,subseasonal,16,selected_on_training_period
JP-29,cases,tp,subseasonal,5,selected_on_training_period
JP-29,cases,w2c_event,subseasonal,2,selected_on_training_period
JP-29,cases,w2c_transition_intensity,subseasonal,3,selected_on_training_period
JP-29,cases,ah,trend,0,selected_on_training_period
JP-29,cases,c2w_event,trend,0,selected_on_training_period
JP-29,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-29,cases,nw_wind,trend,0,selected_on_training_period
JP-29,cases,rh,trend,0,selected_on_training_period
JP-29,cases,t2m,trend,0,selected_on_training_period
JP-29,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-29,cases,tp,trend,0,selected_on_training_period
JP-29,cases,w2c_event,trend,0,constant_predictor_default_zero
JP-29,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-29,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-29,incidence_per_100k,nw_wind,annual,2,selected_on_training_period
JP-29,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-29,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-29,incidence_per_100k,tp,annual,8,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,annual,0,constant_predictor_default_zero
JP-29,incidence_per_100k,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-29,incidence_per_100k,ah,high_frequency,1,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,high_frequency,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_transition_intensity,high_frequency,0,selected_on_training_period
JP-29,incidence_per_100k,nw_wind,high_frequency,3,selected_on_training_period
JP-29,incidence_per_100k,rh,high_frequency,5,selected_on_training_period
JP-29,incidence_per_100k,t2m,high_frequency,1,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-29,incidence_per_100k,tp,high_frequency,4,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,high_frequency,5,selected_on_training_period
JP-29,incidence_per_100k,w2c_transition_intensity,high_frequency,11,selected_on_training_period
JP-29,incidence_per_100k,ah,seasonal_subannual,6,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,seasonal_subannual,9,selected_on_training_period
JP-29,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,8,selected_on_training_period
JP-29,incidence_per_100k,nw_wind,seasonal_subannual,10,selected_on_training_period
JP-29,incidence_per_100k,rh,seasonal_subannual,0,selected_on_training_period
JP-29,incidence_per_100k,t2m,seasonal_subannual,7,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,seasonal_subannual,6,selected_on_training_period
JP-29,incidence_per_100k,tp,seasonal_subannual,0,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,seasonal_subannual,30,selected_on_training_period
JP-29,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-29,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-29,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-29,incidence_per_100k,nw_wind,semiannual,0,selected_on_training_period
JP-29,incidence_per_100k,rh,semiannual,9,selected_on_training_period
JP-29,incidence_per_100k,t2m,semiannual,30,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,semiannual,13,selected_on_training_period
JP-29,incidence_per_100k,tp,semiannual,29,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,semiannual,0,selected_on_training_period
JP-29,incidence_per_100k,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-29,incidence_per_100k,ah,subseasonal,11,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,subseasonal,5,selected_on_training_period
JP-29,incidence_per_100k,c2w_transition_intensity,subseasonal,21,selected_on_training_period
JP-29,incidence_per_100k,nw_wind,subseasonal,11,selected_on_training_period
JP-29,incidence_per_100k,rh,subseasonal,11,selected_on_training_period
JP-29,incidence_per_100k,t2m,subseasonal,4,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,subseasonal,4,selected_on_training_period
JP-29,incidence_per_100k,tp,subseasonal,5,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,subseasonal,3,selected_on_training_period
JP-29,incidence_per_100k,w2c_transition_intensity,subseasonal,3,selected_on_training_period
JP-29,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-29,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-29,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-29,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-29,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-29,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-29,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-29,incidence_per_100k,w2c_event,trend,0,constant_predictor_default_zero
JP-29,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-30,cases,ah,annual,0,selected_on_training_period
JP-30,cases,c2w_event,annual,0,selected_on_training_period
JP-30,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-30,cases,nw_wind,annual,8,selected_on_training_period
JP-30,cases,rh,annual,0,selected_on_training_period
JP-30,cases,t2m,annual,0,selected_on_training_period
JP-30,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-30,cases,tp,annual,9,selected_on_training_period
JP-30,cases,w2c_event,annual,0,constant_predictor_default_zero
JP-30,cases,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-30,cases,ah,high_frequency,11,selected_on_training_period
JP-30,cases,c2w_event,high_frequency,12,selected_on_training_period
JP-30,cases,c2w_transition_intensity,high_frequency,12,selected_on_training_period
JP-30,cases,nw_wind,high_frequency,1,selected_on_training_period
JP-30,cases,rh,high_frequency,13,selected_on_training_period
JP-30,cases,t2m,high_frequency,12,selected_on_training_period
JP-30,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-30,cases,tp,high_frequency,1,selected_on_training_period
JP-30,cases,w2c_event,high_frequency,7,selected_on_training_period
JP-30,cases,w2c_transition_intensity,high_frequency,7,selected_on_training_period
JP-30,cases,ah,interannual,0,selected_on_training_period
JP-30,cases,c2w_event,interannual,0,selected_on_training_period
JP-30,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-30,cases,nw_wind,interannual,0,selected_on_training_period
JP-30,cases,rh,interannual,0,selected_on_training_period
JP-30,cases,t2m,interannual,0,selected_on_training_period
JP-30,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-30,cases,tp,interannual,0,selected_on_training_period
JP-30,cases,w2c_event,interannual,0,selected_on_training_period
JP-30,cases,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-30,cases,ah,seasonal_subannual,28,selected_on_training_period
JP-30,cases,c2w_event,seasonal_subannual,3,selected_on_training_period
JP-30,cases,c2w_transition_intensity,seasonal_subannual,19,selected_on_training_period
JP-30,cases,nw_wind,seasonal_subannual,7,selected_on_training_period
JP-30,cases,rh,seasonal_subannual,0,selected_on_training_period
JP-30,cases,t2m,seasonal_subannual,26,selected_on_training_period
JP-30,cases,t2m_std_anom,seasonal_subannual,1,selected_on_training_period
JP-30,cases,tp,seasonal_subannual,0,selected_on_training_period
JP-30,cases,w2c_event,seasonal_subannual,7,selected_on_training_period
JP-30,cases,w2c_transition_intensity,seasonal_subannual,6,selected_on_training_period
JP-30,cases,ah,semiannual,0,selected_on_training_period
JP-30,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-30,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-30,cases,nw_wind,semiannual,5,selected_on_training_period
JP-30,cases,rh,semiannual,1,selected_on_training_period
JP-30,cases,t2m,semiannual,24,selected_on_training_period
JP-30,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-30,cases,tp,semiannual,30,selected_on_training_period
JP-30,cases,w2c_event,semiannual,0,selected_on_training_period
JP-30,cases,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-30,cases,ah,subseasonal,8,selected_on_training_period
JP-30,cases,c2w_event,subseasonal,10,selected_on_training_period
JP-30,cases,c2w_transition_intensity,subseasonal,10,selected_on_training_period
JP-30,cases,nw_wind,subseasonal,2,selected_on_training_period
JP-30,cases,rh,subseasonal,13,selected_on_training_period
JP-30,cases,t2m,subseasonal,7,selected_on_training_period
JP-30,cases,t2m_std_anom,subseasonal,1,selected_on_training_period
JP-30,cases,tp,subseasonal,5,selected_on_training_period
JP-30,cases,w2c_event,subseasonal,3,selected_on_training_period
JP-30,cases,w2c_transition_intensity,subseasonal,3,selected_on_training_period
JP-30,cases,ah,trend,0,selected_on_training_period
JP-30,cases,c2w_event,trend,0,selected_on_training_period
JP-30,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-30,cases,nw_wind,trend,0,selected_on_training_period
JP-30,cases,rh,trend,0,selected_on_training_period
JP-30,cases,t2m,trend,0,selected_on_training_period
JP-30,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-30,cases,tp,trend,0,selected_on_training_period
JP-30,cases,w2c_event,trend,0,selected_on_training_period
JP-30,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-30,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-30,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-30,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-30,incidence_per_100k,nw_wind,annual,9,selected_on_training_period
JP-30,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-30,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-30,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-30,incidence_per_100k,tp,annual,9,selected_on_training_period
JP-30,incidence_per_100k,w2c_event,annual,0,constant_predictor_default_zero
JP-30,incidence_per_100k,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-30,incidence_per_100k,ah,high_frequency,11,selected_on_training_period
JP-30,incidence_per_100k,c2w_event,high_frequency,12,selected_on_training_period
JP-30,incidence_per_100k,c2w_transition_intensity,high_frequency,12,selected_on_training_period
JP-30,incidence_per_100k,nw_wind,high_frequency,1,selected_on_training_period
JP-30,incidence_per_100k,rh,high_frequency,13,selected_on_training_period
JP-30,incidence_per_100k,t2m,high_frequency,12,selected_on_training_period
JP-30,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-30,incidence_per_100k,tp,high_frequency,1,selected_on_training_period
JP-30,incidence_per_100k,w2c_event,high_frequency,9,selected_on_training_period
JP-30,incidence_per_100k,w2c_transition_intensity,high_frequency,9,selected_on_training_period
JP-30,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,w2c_event,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-30,incidence_per_100k,ah,seasonal_subannual,28,selected_on_training_period
JP-30,incidence_per_100k,c2w_event,seasonal_subannual,8,selected_on_training_period
JP-30,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,20,selected_on_training_period
JP-30,incidence_per_100k,nw_wind,seasonal_subannual,8,selected_on_training_period
JP-30,incidence_per_100k,rh,seasonal_subannual,0,selected_on_training_period
JP-30,incidence_per_100k,t2m,seasonal_subannual,26,selected_on_training_period
